CSV_Age,Day_mth_year_cat,Pet_ageMonths,Breed,Color,Outcome_Type,Fixed,Sex
1,month,1,Chihuahua Shorthair Mix,Sable/Black,Adoption,Neutered,Male
1,month,1,Miniature Poodle Mix,Black,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Black/Brown,Euthanasia,Intact,Male
1,month,1,Chihuahua Shorthair Mix,Black Brindle/White,Transfer,Intact,Female
1,month,1,Flat Coat Retriever/Papillon,Black,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,White/Black,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,Chocolate/White,Transfer,Intact,Female
1,month,1,Irish Setter/Pit Bull,Brown/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Chocolate/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Red,Transfer,Intact,Male
1,month,1,Border Collie Mix,Chocolate/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair/Dachshund Wirehair,Black,Adoption,Spayed,Female
1,month,1,Patterdale Terr Mix,Black/White,Adoption,Intact,Male
1,month,1,Cardigan Welsh Corgi Mix,White/Brown,Adoption,Spayed,Female
1,month,1,Jack Russell Terrier Mix,Black/Tan,Transfer,Intact,Male
1,month,1,Australian Shepherd/Anatol Shepherd,Blue Merle/White,Transfer,Intact,Male
1,month,1,Airedale Terrier/Miniature Schnauzer,Brown Brindle,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Tan,Adoption,Spayed,Female
1,month,1,Dachshund Mix,Black/Brown,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
1,month,1,Boxer Mix,Red/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown/White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown Brindle,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Yellow,Transfer,Intact,Male
1,month,1,Chihuahua Longhair Mix,Brown,Euthanasia,Intact,Female
1,month,1,Labrador Retriever Mix,Black,Transfer,Intact,Female
1,month,1,Rottweiler Mix,Black/White,Transfer,Intact,Male
1,month,1,Labrador Retriever/Boxer,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tan,Transfer,Intact,Female
1,month,1,Miniature Pinscher/Chihuahua Shorthair,Tan/Brown,Adoption,Neutered,Male
1,month,1,Dachshund Mix,Black/Tan,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Sable/Black,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,White/Tan,Transfer,Intact,Female
1,month,1,Dachshund Mix,Tricolor,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Tricolor,Adoption,Spayed,Female
1,month,1,Beagle Mix,Tricolor,Adoption,Neutered,Male
1,month,1,Boston Terrier,Black/White,Died,Intact,Male
1,month,1,Jack Russell Terrier/Beagle,Brown/White,Adoption,Spayed,Female
1,month,1,Australian Cattle Dog Mix,Brown Brindle/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair/Cairn Terrier,Brown,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,Tan/White,Return_to_owner,Intact,Female
1,month,1,Labrador Retriever Mix,Black,Adoption,Neutered,Male
1,month,1,German Shepherd/Labrador Retriever,Brown/Black,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Male
1,month,1,Golden Retriever Mix,Brown,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,White/Black,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair Mix,Black/Brown,Adoption,Spayed,Female
1,month,1,Labrador Retriever/Plott Hound,White/Buff,Transfer,Intact,Male
1,month,1,Beagle/German Shepherd,Brown/Black,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Female
1,month,1,Labrador Retriever Mix,Chocolate/White,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Adoption,Neutered,Male
1,month,1,Australian Shepherd Mix,Black/Tricolor,Transfer,Intact,Male
1,month,1,German Shepherd/Labrador Retriever,Brown Brindle/White,Adoption,Neutered,Male
1,month,1,Yorkshire Terrier Mix,Cream,Adoption,Spayed,Female
1,month,1,Dachshund,Tan,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Blue/White,Transfer,Intact,Male
1,month,1,German Shepherd/Boxer,Brown/Black,Adoption,Spayed,Female
1,month,1,Jack Russell Terrier Mix,Chocolate/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown/White,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,Brown Brindle/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Brown/White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Blue/White,Return_to_owner,Intact,Male
1,month,1,Pomeranian Mix,White/Brown,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Brown/Tricolor,Transfer,Intact,Male
1,month,1,Chihuahua Longhair Mix,Black/White,Euthanasia,Intact,Male
1,month,1,Boxer Mix,Brown/White,Transfer,Intact,Male
1,month,1,Dachshund Mix,Blue/Tan,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair/Cairn Terrier,Brown,Adoption,Neutered,Male
1,month,1,Doberman Pinsch/Pit Bull,Black/Brown Brindle,Adoption,Neutered,Male
1,month,1,Cairn Terrier/Chihuahua Shorthair,Tan,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair Mix,White/Black,Transfer,Intact,Male
1,month,1,Miniature Poodle Mix,Black/White,Adoption,Neutered,Male
1,month,1,Beagle,Tricolor,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Intact,Male
1,month,1,Plott Hound Mix,Brown Brindle/White,Adoption,Spayed,Female
1,month,1,Border Collie Mix,Tricolor,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Black/Tan,Adoption,Intact,Female
1,month,1,German Shepherd/Labrador Retriever,Black/White,Transfer,Intact,Female
1,month,1,Miniature Poodle Mix,Black/White,Transfer,Intact,Female
1,month,1,Boxer/Harrier,Tricolor,Transfer,Spayed,Female
1,month,1,Cocker Spaniel Mix,White/Buff,Transfer,Intact,Male
1,month,1,Labrador Retriever/Australian Cattle Dog,Tan/White,Adoption,Neutered,Male
1,month,1,Pit Bull Mix,Brown Brindle/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,White/Cream,Adoption,Spayed,Female
1,month,1,Shih Tzu Mix,Cream/Black,Transfer,Intact,Male
1,month,1,Miniature Poodle Mix,Cream/Tan,Adoption,Neutered,Male
1,month,1,Pit Bull Mix,Brown Brindle/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Brown/White,Adoption,Neutered,Male
1,month,1,Pit Bull Mix,Brown Brindle/White,Transfer,Intact,Female
1,month,1,German Shepherd/Labrador Retriever,Brown/Black,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair/Cairn Terrier,Black,Adoption,Spayed,Female
1,month,1,Flat Coat Retriever/Pit Bull,Buff/White,Transfer,Intact,Female
1,month,1,Labrador Retriever/Plott Hound,Black Brindle/White,Transfer,Intact,Male
1,month,1,English Coonhound/Border Collie,Red/White,Adoption,Neutered,Male
1,month,1,Plott Hound Mix,Black/Brown Brindle,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,White,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Tricolor/White,Transfer,Spayed,Female
1,month,1,Plott Hound Mix,Black/Brown Brindle,Transfer,Intact,Female
1,month,1,Australian Cattle Dog Mix,White/Chocolate,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Tan,Adoption,Neutered,Male
1,month,1,Irish Setter/Pit Bull,Brown/Black,Transfer,Intact,Male
1,month,1,Flat Coat Retriever/Papillon,Brown,Adoption,Neutered,Male
1,month,1,Shih Tzu,Black/White,Euthanasia,Intact,Female
1,month,1,German Shepherd Mix,Fawn,Transfer,Intact,Female
1,month,1,Dachshund Wirehair/Miniature Poodle,Black/Tan,Adoption,Spayed,Female
1,month,1,Plott Hound Mix,Brown Brindle/White,Adoption,Neutered,Male
1,month,1,Labrador Retriever/Boxer,White/Cream,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Brown,Transfer,Intact,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,Cairn Terrier Mix,Black/Brown,Adoption,Spayed,Female
1,month,1,Plott Hound Mix,Black,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Tan,Transfer,Intact,Male
1,month,1,Dachshund/Chihuahua Shorthair,Tricolor,Adoption,Neutered,Male
1,month,1,Golden Retriever Mix,Brown,Adoption,Spayed,Female
1,month,1,German Shepherd/Boxer,Brown/Black,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Male
1,month,1,Great Pyrenees,White,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair Mix,Black/Brown,Euthanasia,Intact,Female
1,month,1,Labrador Retriever Mix,Black/Brown,Adoption,Spayed,Female
1,month,1,Shih Tzu Mix,White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Black/White,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Tan,Adoption,Spayed,Female
1,month,1,German Shepherd/Cardigan Welsh Corgi,Tricolor,Transfer,Intact,Male
1,month,1,Blue Lacy/Australian Kelpie,Black Brindle/White,Transfer,Intact,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,Jack Russell Terrier Mix,Tricolor,Transfer,Intact,Female
1,month,1,Australian Cattle Dog Mix,Black/Tricolor,Transfer,Intact,Female
1,month,1,Miniature Poodle Mix,Black/Tan,Adoption,Neutered,Male
1,month,1,Catahoula Mix,Black/Tan,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,White/Brown,Adoption,Neutered,Male
1,month,1,German Shepherd/Labrador Retriever,Brown/Black,Transfer,Intact,Male
1,month,1,Labrador Retriever/Boxer,White/Cream,Adoption,Spayed,Female
1,month,1,Pit Bull,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Red,Adoption,Spayed,Female
1,month,1,Australian Cattle Dog/Border Collie,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,White/Brown,Died,Intact,Male
1,month,1,Australian Cattle Dog Mix,White/Brown,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Intact,Female
1,month,1,Whippet/Dachshund,Tan,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Tan,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,Black,Transfer,Intact,Male
1,month,1,German Shepherd/Labrador Retriever,Brown/Black,Adoption,Spayed,Female
1,month,1,Rat Terrier Mix,Black Brindle/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Black/Brown,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Brown/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Tan/White,Transfer,Intact,Female
1,month,1,Pit Bull Mix,White/Chocolate,Transfer,Intact,Male
1,month,1,Whippet/Dachshund,White,Transfer,Intact,Female
1,month,1,Labrador Retriever Mix,Red/White,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,German Shepherd/Golden Retriever,Sable,Adoption,Spayed,Female
1,month,1,Toy Poodle Mix,Blue/White,Transfer,Intact,Male
1,month,1,Australian Shepherd Mix,Tricolor,Adoption,Intact,Male
1,month,1,Flat Coat Retriever/Papillon,Black/White,Adoption,Neutered,Male
1,month,1,Pit Bull Mix,Black,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown Brindle,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair Mix,Black/White,Adoption,Neutered,Male
1,month,1,Pit Bull Mix,Brown/White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Blue/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tan/Black,Transfer,Intact,Female
1,month,1,German Shepherd/Mastiff,Tan,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Brown,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Sable,Adoption,Spayed,Female
1,month,1,Australian Kelpie Mix,Tricolor,Transfer,Intact,Male
1,month,1,Pit Bull Mix,White/Chocolate,Transfer,Intact,Female
1,month,1,Pit Bull Mix,White/Brown,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Fawn/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tan/White,Adoption,Neutered,Male
1,month,1,Dachshund/Pug,Black/White,Adoption,Spayed,Female
1,month,1,Labrador Retriever/German Shepherd,Black/White,Adoption,Spayed,Female
1,month,1,Labrador Retriever/Plott Hound,Black Brindle/White,Transfer,Intact,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Return_to_owner,Intact,Female
1,month,1,German Shepherd Mix,Black/Tan,Transfer,Intact,Male
1,month,1,Dachshund Wirehair/Miniature Poodle,Tricolor,Adoption,Spayed,Female
1,month,1,Rat Terrier Mix,Tricolor,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Tan,Transfer,Intact,Male
1,month,1,Labrador Retriever/Beagle,White/Black,Adoption,Spayed,Female
1,month,1,Labrador Retriever/German Shepherd,Black/White,Adoption,Spayed,Female
1,month,1,Border Collie/Labrador Retriever,Black/White,Transfer,Intact,Female
1,month,1,Beagle/German Shepherd,Brown/Black,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Intact,Male
1,month,1,Australian Cattle Dog Mix,Tricolor,Adoption,Spayed,Female
1,month,1,Yorkshire Terrier Mix,Sable,Transfer,Neutered,Male
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,Australian Cattle Dog Mix,Brown,Euthanasia,Intact,Male
1,month,1,Anatol Shepherd Mix,White/Brown,Transfer,Intact,Male
1,month,1,Border Collie Mix,Black/White,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Sable,Transfer,Intact,Male
1,month,1,Miniature Poodle Mix,Cream,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Black Brindle/White,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair/Border Terrier,Brown/Black,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Tan/White,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Black/White,Transfer,Intact,Female
1,month,1,Golden Retriever Mix,Brown/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tan/Black,Adoption,Neutered,Male
1,month,1,Pointer Mix,Black/White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown Brindle,Transfer,Intact,Female
1,month,1,Border Collie Mix,Sable/White,Adoption,Spayed,Female
1,month,1,Boxer Mix,Black,Transfer,Unknown,
1,month,1,Chihuahua Shorthair Mix,Tan/White,Euthanasia,Intact,Male
1,month,1,Chihuahua Shorthair/Pug,Sable/Black,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Brown/Red Tick,Adoption,Spayed,Female
1,month,1,Yorkshire Terrier Mix,Black/Tan,Transfer,Spayed,Female
1,month,1,Beagle/German Shepherd,Black/Brown,Adoption,Neutered,Male
1,month,1,Flat Coat Retriever/Papillon,Black/White,Adoption,Spayed,Female
1,month,1,Shih Tzu Mix,White/Black,Transfer,Intact,Male
1,month,1,Rottweiler Mix,Black/Tan,Adoption,Spayed,Female
1,month,1,Plott Hound Mix,Black,Transfer,Intact,Male
1,month,1,Australian Shepherd Mix,Buff/White,Adoption,Intact,Male
1,month,1,Miniature Poodle Mix,Black/White,Transfer,Intact,Female
1,month,1,Chihuahua Shorthair Mix,Chocolate/Tan,Adoption,Neutered,Male
1,month,1,Yorkshire Terrier Mix,Tan/Blue,Euthanasia,Intact,Male
1,month,1,Pit Bull Mix,White/Brown,Euthanasia,Intact,Male
1,month,1,Dachshund Mix,Blue Merle,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,Black,Transfer,Intact,Male
1,month,1,Australian Cattle Dog/Border Collie,Black/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown,Euthanasia,Intact,Male
1,month,1,Pit Bull Mix,Tan/White,Euthanasia,Intact,Female
1,month,1,Labrador Retriever Mix,White,Adoption,Neutered,Male
1,month,1,German Shepherd/Labrador Retriever,Red/Black,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Sable,Adoption,Spayed,Female
1,month,1,Border Collie/Plott Hound,Black/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair/Pomeranian,Tan/White,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Black,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Tricolor,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,White,Return_to_owner,Intact,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Spayed,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,German Shepherd Mix,Black/Tan,Transfer,Intact,Female
1,month,1,Toy Poodle Mix,Blue/White,Transfer,Intact,Male
1,month,1,Chihuahua Shorthair Mix,Tricolor,Adoption,Neutered,Male
1,month,1,Rat Terrier Mix,Black/White,Adoption,Spayed,Female
1,month,1,Lhasa Apso,Black/White,Transfer,Intact,Male
1,month,1,Yorkshire Terrier Mix,Sable,Transfer,Spayed,Female
1,month,1,Labrador Retriever Mix,Tan/White,Adoption,Neutered,Male
1,month,1,Anatol Shepherd Mix,Brown/White,Adoption,Intact,Male
1,month,1,Pit Bull Mix,White/Brown Brindle,Transfer,Intact,Male
1,month,1,Chihuahua Shorthair Mix,Tricolor,Transfer,Intact,Female
1,month,1,Border Collie Mix,Sable/White,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,White/Black,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Brown,Transfer,Intact,Female
1,month,1,Dachshund Mix,Sable/White,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Black,Adoption,Spayed,Female
1,month,1,Bernese Mountain Dog Mix,Tricolor,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Brown,Adoption,Spayed,Female
1,month,1,Labrador Retriever/German Shepherd,Cream/White,Adoption,Neutered,Male
1,month,1,Chinese Sharpei/Border Collie,Black/White,Adoption,Neutered,Male
1,month,1,Labrador Retriever/Plott Hound,Black/White,Transfer,Intact,Male
1,month,1,Australian Shepherd/Anatol Shepherd,Blue Merle,Transfer,Intact,Male
1,month,1,German Shepherd/Cardigan Welsh Corgi,Tricolor,Adoption,Spayed,Female
1,month,1,Dachshund Mix,Sable,Adoption,Neutered,Male
1,month,1,Landseer Mix,Black/White,Transfer,Intact,Male
1,month,1,German Shepherd/Boxer,Brown/Black,Transfer,Intact,Female
1,month,1,Cardigan Welsh Corgi Mix,White/Brown,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,White/Brown,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Brown,Transfer,Intact,Female
1,month,1,Pug/Beagle,Fawn/Black,Transfer,Neutered,Male
1,month,1,Boxer Mix,Brown Brindle/White,Adoption,Neutered,Male
1,month,1,Border Collie Mix,Black/White,Transfer,Intact,Male
1,month,1,Chihuahua Longhair Mix,Tricolor,Return_to_owner,Intact,Male
1,month,1,Irish Setter/Pit Bull,Black/White,Transfer,Intact,Female
1,month,1,German Shepherd/Mastiff,Tan,Adoption,Neutered,Male
1,month,1,Maltese Mix,Cream,Adoption,Neutered,Male
1,month,1,Yorkshire Terrier Mix,White,Adoption,Neutered,Male
1,month,1,Jack Russell Terrier Mix,White/Brown,Transfer,Intact,Male
1,month,1,Jack Russell Terrier Mix,Black/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tan,Euthanasia,Intact,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,Jack Russell Terrier Mix,Tan/White,Adoption,Neutered,Male
1,month,1,Pit Bull/Australian Cattle Dog,White,Transfer,Intact,Male
1,month,1,German Shepherd Mix,Sable,Transfer,Intact,Female
1,month,1,Yorkshire Terrier/Miniature Poodle,Tan/Apricot,Transfer,Intact,Male
1,month,1,Labrador Retriever Mix,Tricolor,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Tricolor,Transfer,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Black/Brown,Adoption,Neutered,Male
1,month,1,Keeshond Mix,Sable/White,Transfer,Spayed,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Spayed,Female
1,month,1,Labrador Retriever Mix,Buff,Adoption,Spayed,Female
1,month,1,Lhasa Apso Mix,Tan,Transfer,Intact,Male
1,month,1,Jack Russell Terrier Mix,Brown/Black,Adoption,Spayed,Female
1,month,1,Border Collie/Labrador Retriever,Black/White,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,Black/Black Brindle,Adoption,Neutered,Male
1,month,1,Border Collie Mix,Black/White,Adoption,Neutered,Male
1,month,1,American Pit Bull Terrier Mix,White/Blue,Return_to_owner,Intact,Male
1,month,1,Border Collie Mix,Black/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Buff,Transfer,Intact,Male
1,month,1,Golden Retriever/Chow Chow,Tan/White,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown Brindle/White,Return_to_owner,Intact,Male
1,month,1,Catahoula Mix,White/Black,Adoption,Neutered,Male
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,Rat Terrier Mix,Black Brindle/White,Transfer,Intact,Male
1,month,1,Pit Bull/Flat Coat Retriever,Blue,Transfer,Intact,Male
1,month,1,Australian Cattle Dog Mix,Tricolor,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Brown/White,Adoption,Neutered,Male
1,month,1,Chihuahua Shorthair Mix,Tricolor,Transfer,Intact,Male
1,month,1,Beagle/German Shepherd,Brown/Black,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Black,Adoption,Spayed,Female
1,month,1,Pit Bull Mix,Black/White,Adoption,Neutered,Male
1,month,1,Keeshond Mix,Sable/White,Adoption,Spayed,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Spayed,Female
1,month,1,Chihuahua Shorthair Mix,Brown/White,Adoption,Neutered,Male
1,month,1,Boxer Mix,Black,Transfer,Unknown,
1,month,1,Australian Shepherd/Anatol Shepherd,Red Merle,Transfer,Intact,Female
1,month,1,Cairn Terrier Mix,Yellow,Transfer,Intact,Male
1,month,1,Pit Bull Mix,Blue,Euthanasia,Intact,Female
1,month,1,Patterdale Terr Mix,Brown/White,Transfer,Spayed,Female
1,month,1,German Shepherd Mix,Sable/Black,Adoption,Intact,Female
1,month,1,Labrador Retriever Mix,Tan/White,Adoption,Spayed,Female
1,month,1,Shih Tzu Mix,Tan,Transfer,Intact,Female
1,month,1,Australian Kelpie Mix,Sable/White,Transfer,Intact,Female
1,month,1,German Shepherd Mix,Black/Brown,Transfer,Spayed,Female
1,month,1,Labrador Retriever Mix,Black/White,Adoption,Neutered,Male
1,month,1,German Shepherd Mix,Black/Tan,Transfer,Spayed,Female
1,month,1,Maltese/Miniature Poodle,White,Transfer,Unknown,
1,month,1,Labrador Retriever/Plott Hound,Brown/White,Transfer,Intact,Male
