Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex
36,Shih Tzu Mix,,White/Black,Adoption,Positive,Spayed,Female
96,Shih Tzu Mix,,White/Black,Adoption,Positive,Spayed,Female
108,Shih Tzu Mix,,White/Tan,Adoption,Positive,Spayed,Female
8,Shih Tzu,,Chocolate/Tan,Adoption,Positive,Neutered,Male
10,Shih Tzu,,Tan/White,Adoption,Positive,Neutered,Male
2,Shih Tzu,,Chocolate/White,Adoption,Positive,Neutered,Male
24,Shih Tzu,,Gray/White,Adoption,Positive,Neutered,Male
72,Shih Tzu,,Brown/White,Adoption,Positive,Neutered,Male
1,Shih Tzu,,Brown/White,Adoption,Positive,Spayed,Female
12,Shih Tzu,,White/Chocolate,Adoption,Positive,Spayed,Female
60,Shih Tzu,,White/Gray,Adoption,Positive,Spayed,Female
24,Shih Tzu,,Brown/White,Adoption,Positive,Spayed,Female
60,Shih Tzu,,Cream,Adoption,Positive,Spayed,Female
12,Shiba Inu,Siberian Husky,Yellow/White,Adoption,Positive,Spayed,Female
12,Shiba Inu Mix,,White/Brown,Adoption,Positive,Neutered,Male
12,Shiba Inu Mix,,Tan,Adoption,Positive,Neutered,Male
24,Shiba Inu Mix,,Red,Adoption,Positive,Neutered,Male
36,Shiba Inu Mix,,Tan,Adoption,Positive,Neutered,Male
12,Shiba Inu Mix,,Red,Adoption,Positive,Spayed,Female
60,Shiba Inu Mix,,Brown/White,Adoption,Positive,Spayed,Female
24,Shiba Inu Mix,,Red/White,Adoption,Positive,Spayed,Female
10,Shetland Sheepdog,Dachshund Longhair,Brown/White,Adoption,Positive,Neutered,Male
12,Shetland Sheepdog,Chihuahua Longhair,Tan/White,Adoption,Positive,Neutered,Male
8,Shetland Sheepdog,Chihuahua Longhair,Brown Brindle,Adoption,Positive,Spayed,Female
6,Shetland Sheepdog,Cavalier Span,Black/White,Adoption,Positive,Spayed,Female
24,Shetland Sheepdog,Brittany,Brown/White,Adoption,Positive,Spayed,Female
36,Shetland Sheepdog,Border Collie,Black/White,Adoption,Positive,Neutered,Male
24,Shetland Sheepdog Mix,,Black/White,Adoption,Positive,Neutered,Male
5,Shetland Sheepdog Mix,,White/Tan,Adoption,Positive,Spayed,Female
8,Shetland Sheepdog Mix,,Brown/White,Adoption,Positive,Spayed,Female
2,Shetland Sheepdog Mix,,Blue Merle,Adoption,Positive,Spayed,Female
2,Shetland Sheepdog Mix,,Cream/White,Adoption,Positive,Spayed,Female
60,Sealyham Terr Mix,,White/Gray,Adoption,Positive,Spayed,Female
2,Scottish Terrier Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male
11,Schnauzer Giant Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Schnauzer Giant Mix,,Black,Adoption,Positive,Spayed,Female
10,Schipperke,Chihuahua Shorthair,Black,Adoption,Positive,Neutered,Male
12,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male
12,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male
12,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Schipperke Mix,,Black,Adoption,Positive,Spayed,Female
12,Samoyed Mix,,White,Adoption,Positive,Spayed,Female
12,Saluki,Labrador Retriever,Yellow/White,Adoption,Positive,Neutered,Male
12,Saluki Mix,,Brown/Black,Adoption,Positive,Spayed,Female
36,Saluki Mix,,Brown/White,Adoption,Positive,Spayed,Female
132,Rottweiler,Rhod Ridgeback,Brown/White,Adoption,Positive,Neutered,Male
24,Rottweiler,Pit Bull,Black/Brown,Adoption,Positive,Spayed,Female
2,Rottweiler,Labrador Retriever,Black/Brown,Adoption,Positive,Neutered,Male
24,Rottweiler,Labrador Retriever,Black/Brown,Adoption,Positive,Neutered,Male
12,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female
84,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female
24,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female
5,Rottweiler,German Shepherd,Black/Tan,Adoption,Positive,Neutered,Male
2,Rottweiler,German Shepherd,Sable,Adoption,Positive,Neutered,Male
2,Rottweiler,German Shepherd,Sable,Adoption,Positive,Neutered,Male
2,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female
2,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female
2,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female
36,Rottweiler,Australian Cattle Dog,Brown/Black,Adoption,Positive,Spayed,Female
2,Rottweiler Mix,,Tricolor,Adoption,Positive,Intact,Male
4,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
6,Rottweiler Mix,,Black/White,Adoption,Positive,Neutered,Male
2,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
10,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
3,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
12,Rottweiler Mix,,Black/Red,Adoption,Positive,Neutered,Male
12,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male
12,Rottweiler Mix,,Tricolor,Adoption,Positive,Neutered,Male
12,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
60,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
60,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
72,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male
36,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male
84,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
24,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
36,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male
1,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female
5,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
2,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female
2,Rottweiler Mix,,Tricolor/White,Adoption,Positive,Spayed,Female
2,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
12,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
12,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
36,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
24,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female
36,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female
9,Rottweiler,,Black/Tan,Adoption,Positive,Intact,Male
120,Rottweiler,,Black/Brown,Adoption,Positive,Intact,Female
12,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male
36,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male
96,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male
36,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male
48,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male
60,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male
10,Rottweiler,,Black/Tan,Adoption,Positive,Spayed,Female
48,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female
36,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female
48,Rottweiler,,Tricolor,Adoption,Positive,Spayed,Female
24,Rottweiler,,Black/Tan,Adoption,Positive,Spayed,Female
108,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female
6,Rhod Ridgeback,Plott Hound,Brown/White,Adoption,Positive,Spayed,Female
12,Rhod Ridgeback,Pit Bull,Red,Adoption,Positive,Neutered,Male
12,Rhod Ridgeback,Pit Bull,White/Brown,Adoption,Positive,Neutered,Male
9,Rhod Ridgeback,Labrador Retriever,Red/Tan,Adoption,Positive,Neutered,Male
3,Rhod Ridgeback,Labrador Retriever,Tan/Black,Adoption,Positive,Neutered,Male
36,Rhod Ridgeback,Labrador Retriever,Red/White,Adoption,Positive,Spayed,Female
3,Rhod Ridgeback Mix,,Tan/White,Adoption,Positive,Neutered,Male
12,Rhod Ridgeback Mix,,Tan,Adoption,Positive,Neutered,Male
12,Rhod Ridgeback Mix,,Brown/Tan,Adoption,Positive,Neutered,Male
156,Rhod Ridgeback Mix,,Sable,Adoption,Positive,Neutered,Male
24,Rhod Ridgeback Mix,,Red/Brown,Adoption,Positive,Neutered,Male
12,Rhod Ridgeback Mix,,Tan,Adoption,Positive,Spayed,Female
36,Rhod Ridgeback Mix,,Tan/White,Adoption,Positive,Spayed,Female
24,Rhod Ridgeback,,Red,Adoption,Positive,Neutered,Male
5,Redbone Hound,Redbone Hound,Red,Adoption,Positive,Neutered,Male
4,Redbone Hound,Labrador Retriever,Red/White,Adoption,Positive,Spayed,Female
2,Redbone Hound,Anatol Shepherd,Brown/White,Adoption,Positive,Spayed,Female
2,Redbone Hound Mix,,Brown/Black,Adoption,Positive,Neutered,Male
4,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male
2,Redbone Hound Mix,,Tricolor,Adoption,Positive,Neutered,Male
2,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male
2,Redbone Hound Mix,,Brown,Adoption,Positive,Neutered,Male
3,Redbone Hound Mix,,Sable/Red,Adoption,Positive,Neutered,Male
2,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male
12,Redbone Hound Mix,,Tan/White,Adoption,Positive,Neutered,Male
24,Redbone Hound Mix,,Red,Adoption,Positive,Neutered,Male
24,Redbone Hound Mix,,Black/Red,Adoption,Positive,Neutered,Male
36,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male
5,Redbone Hound Mix,,Red,Adoption,Positive,Spayed,Female
4,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female
10,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female
12,Redbone Hound Mix,,Brown,Adoption,Positive,Spayed,Female
60,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female
60,Redbone Hound,,Red/White,Adoption,Positive,Spayed,Female
60,Rat Terrier,Pug,Brown/White,Adoption,Positive,Spayed,Female
7,Rat Terrier,Pointer,Black/White,Adoption,Positive,Spayed,Female
24,Rat Terrier,Pit Bull,Tricolor,Adoption,Positive,Spayed,Female
2,Rat Terrier,Miniature Poodle,White/Brown,Adoption,Positive,Spayed,Female
2,Rat Terrier,Miniature Poodle,White/Black,Adoption,Positive,Spayed,Female
5,Rat Terrier,Chihuahua Shorthair,Black/Tan,Adoption,Positive,Neutered,Male
12,Rat Terrier,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male
12,Rat Terrier,Chihuahua Shorthair,White/Black,Adoption,Positive,Neutered,Male
12,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Neutered,Male
36,Rat Terrier,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male
24,Rat Terrier,Chihuahua Shorthair,Brown/White,Adoption,Positive,Neutered,Male
36,Rat Terrier,Chihuahua Shorthair,White/Chocolate,Adoption,Positive,Neutered,Male
12,Rat Terrier,Chihuahua Shorthair,White/Brown,Adoption,Positive,Spayed,Female
12,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
12,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
24,Rat Terrier,Chihuahua Shorthair,White/Black,Adoption,Positive,Spayed,Female
6,Rat Terrier,Cardigan Welsh Corgi,Black/Gray,Adoption,Positive,Neutered,Male
24,Rat Terrier,Cardigan Welsh Corgi,Black/White,Adoption,Positive,Neutered,Male
48,Rat Terrier,Cardigan Welsh Corgi,Tricolor,Adoption,Positive,Neutered,Male
2,Rat Terrier,Boston Terrier,Black/Brown Brindle,Adoption,Positive,Neutered,Male
12,Rat Terrier,Basenji,Red/White,Adoption,Positive,Neutered,Male
3,Rat Terrier Mix,,White/Brown,Adoption,Positive,Intact,Female
7,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Neutered,Male
2,Rat Terrier Mix,,Tricolor/White,Adoption,Positive,Neutered,Male
4,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
6,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male
5,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
10,Rat Terrier Mix,,Black/White,Adoption,Positive,Neutered,Male
12,Rat Terrier Mix,,Black,Adoption,Positive,Neutered,Male
12,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male
12,Rat Terrier Mix,,Brown/Black,Adoption,Positive,Neutered,Male
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
72,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
108,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male
48,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
72,Rat Terrier Mix,,Brown/White,Adoption,Positive,Neutered,Male
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male
48,Rat Terrier Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male
60,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male
60,Rat Terrier Mix,,Brown/White,Adoption,Positive,Neutered,Male
60,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male
1,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
1,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female
1,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
2,Rat Terrier Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female
4,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female
10,Rat Terrier Mix,,Black/Brown,Adoption,Positive,Spayed,Female
8,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Spayed,Female
8,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
4,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
5,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
8,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
2,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,Black/Tan,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female
12,Rat Terrier Mix,,Brown,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female
108,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
144,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
36,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female
36,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,White/Liver,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Spayed,Female
120,Rat Terrier Mix,,Tan/White,Adoption,Positive,Spayed,Female
144,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
72,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female
96,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
24,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female
48,Rat Terrier,,White/Black,Adoption,Positive,Neutered,Male
2,Rat Terrier,,Tan,Adoption,Positive,Spayed,Female
120,Rat Terrier,,Tricolor,Adoption,Positive,Spayed,Female
108,Rat Terrier,,White/Tricolor,Adoption,Positive,Spayed,Female
144,Rat Terrier,,Tricolor,Adoption,Positive,Spayed,Female
10,Queensland Heeler,Shetland Sheepdog,Red Tick/Black,Adoption,Positive,Spayed,Female
12,Queensland Heeler,Pointer,Blue Tick,Adoption,Positive,Spayed,Female
24,Queensland Heeler,Great Dane,Black/White,Adoption,Positive,Neutered,Male
8,Queensland Heeler,Chihuahua Shorthair,White/Tan,Adoption,Positive,Neutered,Male
7,Queensland Heeler,Border Collie,Black/White,Adoption,Positive,Spayed,Female
36,Queensland Heeler,Basset Hound,Blue Tick/Red Tick,Adoption,Positive,Neutered,Male
8,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male
6,Queensland Heeler Mix,,White/Black,Adoption,Positive,Neutered,Male
8,Queensland Heeler Mix,,Black/Blue Tick,Adoption,Positive,Neutered,Male
10,Queensland Heeler Mix,,Black/Blue Tick,Adoption,Positive,Neutered,Male
12,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male
12,Queensland Heeler Mix,,Tricolor,Adoption,Positive,Neutered,Male
24,Queensland Heeler Mix,,Red/Red Tick,Adoption,Positive,Neutered,Male
96,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male
24,Queensland Heeler Mix,,Brown,Adoption,Positive,Neutered,Male
24,Queensland Heeler Mix,,Black/Tan,Adoption,Positive,Neutered,Male
48,Queensland Heeler Mix,,Black/White,Adoption,Positive,Neutered,Male
36,Queensland Heeler Mix,,Brown Brindle/Red Tick,Adoption,Positive,Neutered,Male
24,Queensland Heeler Mix,,Red Tick,Adoption,Positive,Neutered,Male
2,Queensland Heeler Mix,,Black,Adoption,Positive,Spayed,Female
3,Queensland Heeler Mix,,Brown Merle,Adoption,Positive,Spayed,Female
2,Queensland Heeler Mix,,Red Tick,Adoption,Positive,Spayed,Female
2,Queensland Heeler Mix,,Red/Red Tick,Adoption,Positive,Spayed,Female
3,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Spayed,Female
2,Queensland Heeler Mix,,White/Black,Adoption,Positive,Spayed,Female
2,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female
6,Queensland Heeler Mix,,Blue Merle/Blue Merle,Adoption,Positive,Spayed,Female
6,Queensland Heeler Mix,,Blue Tick,Adoption,Positive,Spayed,Female
12,Queensland Heeler Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female
12,Queensland Heeler Mix,,Tan/White,Adoption,Positive,Spayed,Female
12,Queensland Heeler Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female
24,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Queensland Heeler Mix,,Blue Tick,Adoption,Positive,Spayed,Female
36,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female
24,Queensland Heeler Mix,,White,Adoption,Positive,Spayed,Female
36,Queensland Heeler Mix,,White/Black,Adoption,Positive,Spayed,Female
12,Queensland Heeler,,Red/White,Adoption,Positive,Neutered,Male
48,Pug,Staffordshire,Fawn/Black,Adoption,Positive,Neutered,Male
24,Pug,Schipperke,Brown Brindle,Adoption,Positive,Spayed,Female
36,Pug,Italian Greyhound,Black,Adoption,Positive,Spayed,Female
8,Pug,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male
12,Pug,Chihuahua Shorthair,Buff,Adoption,Positive,Neutered,Male
60,Pug,Chihuahua Shorthair,Brown/Black,Adoption,Positive,Neutered,Male
24,Pug,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male
10,Pug,Chihuahua Shorthair,Sable/Brown,Adoption,Positive,Spayed,Female
2,Pug,Chihuahua Shorthair,Brown,Adoption,Positive,Spayed,Female
12,Pug,Chihuahua Shorthair,Tan,Adoption,Positive,Spayed,Female
48,Pug,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female
7,Pug,Beagle,Tan/White,Adoption,Positive,Neutered,Male
60,Pug,Beagle,White/Red,Adoption,Positive,Neutered,Male
36,Pug,Beagle,Brown Brindle/White,Adoption,Positive,Neutered,Male
24,Pug,Beagle,Fawn,Adoption,Positive,Spayed,Female
2,Pug Mix,,Tan/Black,Adoption,Positive,Neutered,Male
2,Pug Mix,,Tan/Black,Adoption,Positive,Neutered,Male
10,Pug Mix,,Tan,Adoption,Positive,Neutered,Male
10,Pug Mix,,White/Tan,Adoption,Positive,Neutered,Male
12,Pug Mix,,Brown,Adoption,Positive,Neutered,Male
24,Pug Mix,,Black/White,Adoption,Positive,Neutered,Male
24,Pug Mix,,Tan/Black,Adoption,Positive,Neutered,Male
48,Pug Mix,,Fawn/Black,Adoption,Positive,Neutered,Male
2,Pug Mix,,Brown/Black,Adoption,Positive,Spayed,Female
5,Pug Mix,,Cream/Black,Adoption,Positive,Spayed,Female
10,Pug Mix,,Sable,Adoption,Positive,Spayed,Female
5,Pug Mix,,Buff,Adoption,Positive,Spayed,Female
2,Pug Mix,,Brown,Adoption,Positive,Spayed,Female
3,Pug Mix,,Brown/Black,Adoption,Positive,Spayed,Female
3,Pug Mix,,Tan/Black,Adoption,Positive,Spayed,Female
72,Pug Mix,,Red/White,Adoption,Positive,Spayed,Female
24,Presa Canario Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male
36,Presa Canario Mix,,Brown Brindle,Adoption,Positive,Spayed,Female
12,Port Water Dog Mix,,Black/Gray,Adoption,Positive,Spayed,Female
24,Port Water Dog Mix,,Brown,Adoption,Positive,Spayed,Female
36,Pomeranian,Jack Russell Terrier,Tan,Adoption,Positive,Spayed,Female
2,Pomeranian,Chihuahua Longhair,Black/Tan,Adoption,Positive,Spayed,Female
96,Pomeranian,Chihuahua Longhair,Buff,Adoption,Positive,Spayed,Female
24,Pomeranian,Chihuahua Longhair,Tan/White,Adoption,Positive,Spayed,Female
24,Pomeranian,Border Terrier,Buff,Adoption,Positive,Neutered,Male
7,Pomeranian Mix,,Buff,Adoption,Positive,Neutered,Male
84,Pomeranian Mix,,Tan,Adoption,Positive,Neutered,Male
72,Pomeranian Mix,,Black/Gray,Adoption,Positive,Neutered,Male
36,Pomeranian Mix,,Brown,Adoption,Positive,Neutered,Male
48,Pomeranian Mix,,Sable,Adoption,Positive,Neutered,Male
24,Pomeranian Mix,,Red/White,Adoption,Positive,Neutered,Male
5,Pomeranian Mix,,Red,Adoption,Positive,Spayed,Female
2,Pomeranian Mix,,Tan,Adoption,Positive,Spayed,Female
12,Pomeranian Mix,,Red/Tan,Adoption,Positive,Spayed,Female
