Pet_ageMonths,Breed_primary,Breed_secondary,Color,Outcome_Type,Outcome_Rating,Fixed,Sex,pet_id
48.0,Siberian Husky Mix,,Sable/White,Adoption,Positive,Neutered,Male,323
24.0,Siberian Husky Mix,,Brown/White,Adoption,Positive,Neutered,Male,324
10.0,Siberian Husky Mix,,Sable/White,Adoption,Positive,Spayed,Female,325
10.0,Siberian Husky Mix,,Black/White,Adoption,Positive,Spayed,Female,326
2.0,Siberian Husky Mix,,Sable/White,Adoption,Positive,Spayed,Female,327
7.0,Siberian Husky Mix,,White/Black,Adoption,Positive,Spayed,Female,328
2.0,Siberian Husky Mix,,Buff/White,Adoption,Positive,Spayed,Female,329
2.0,Siberian Husky Mix,,Red,Adoption,Positive,Spayed,Female,330
12.0,Siberian Husky Mix,,Black/White,Adoption,Positive,Spayed,Female,331
12.0,Siberian Husky Mix,,Gray/Black,Adoption,Positive,Spayed,Female,332
12.0,Siberian Husky Mix,,White/Tan,Adoption,Positive,Spayed,Female,333
12.0,Siberian Husky Mix,,White,Adoption,Positive,Spayed,Female,334
12.0,Siberian Husky Mix,,Sable/White,Adoption,Positive,Spayed,Female,335
12.0,Siberian Husky Mix,,Black/White,Adoption,Positive,Spayed,Female,336
12.0,Siberian Husky Mix,,Black/White,Adoption,Positive,Spayed,Female,337
12.0,Siberian Husky Mix,,Brown/White,Adoption,Positive,Spayed,Female,338
12.0,Siberian Husky Mix,,Sable/White,Adoption,Positive,Spayed,Female,339
12.0,Siberian Husky Mix,,Sable/Tan,Adoption,Positive,Spayed,Female,340
12.0,Siberian Husky Mix,,Gray/White,Adoption,Positive,Spayed,Female,341
96.0,Siberian Husky Mix,,White,Adoption,Positive,Spayed,Female,342
36.0,Siberian Husky Mix,,Tricolor,Adoption,Positive,Spayed,Female,343
96.0,Siberian Husky Mix,,Buff,Adoption,Positive,Spayed,Female,344
96.0,Siberian Husky Mix,,Sable,Adoption,Positive,Spayed,Female,345
12.0,Siberian Husky,,Red/White,Adoption,Positive,Intact,Male,346
12.0,Siberian Husky,,White/Gray,Adoption,Positive,Neutered,Male,347
12.0,Siberian Husky,,Black/White,Adoption,Positive,Neutered,Male,348
24.0,Siberian Husky,,White,Adoption,Positive,Neutered,Male,349
24.0,Siberian Husky,,Black/Tan,Adoption,Positive,Spayed,Female,350
36.0,Siberian Husky,,White/Black,Adoption,Positive,Spayed,Female,351
24.0,Siberian Husky,,Brown/White,Adoption,Positive,Spayed,Female,352
24.0,Shih Tzu,Norfolk Terrier,Red/White,Adoption,Positive,Neutered,Male,353
12.0,Shih Tzu,Dachshund,Tan/Buff,Adoption,Positive,Spayed,Female,354
120.0,Shih Tzu Mix,,Black/White,Adoption,Positive,Neutered,Male,355
24.0,Shih Tzu Mix,,White,Adoption,Positive,Neutered,Male,356
36.0,Shih Tzu Mix,,White,Adoption,Positive,Neutered,Male,357
24.0,Shih Tzu Mix,,Buff/Black,Adoption,Positive,Neutered,Male,358
36.0,Shih Tzu Mix,,White/Black,Adoption,Positive,Spayed,Female,359
96.0,Shih Tzu Mix,,White/Black,Adoption,Positive,Spayed,Female,360
108.0,Shih Tzu Mix,,White/Tan,Adoption,Positive,Spayed,Female,361
8.0,Shih Tzu,,Chocolate/Tan,Adoption,Positive,Neutered,Male,362
10.0,Shih Tzu,,Tan/White,Adoption,Positive,Neutered,Male,363
2.0,Shih Tzu,,Chocolate/White,Adoption,Positive,Neutered,Male,364
24.0,Shih Tzu,,Gray/White,Adoption,Positive,Neutered,Male,365
72.0,Shih Tzu,,Brown/White,Adoption,Positive,Neutered,Male,366
1.0,Shih Tzu,,Brown/White,Adoption,Positive,Spayed,Female,367
12.0,Shih Tzu,,White/Chocolate,Adoption,Positive,Spayed,Female,368
60.0,Shih Tzu,,White/Gray,Adoption,Positive,Spayed,Female,369
24.0,Shih Tzu,,Brown/White,Adoption,Positive,Spayed,Female,370
60.0,Shih Tzu,,Cream,Adoption,Positive,Spayed,Female,371
12.0,Shiba Inu,Siberian Husky,Yellow/White,Adoption,Positive,Spayed,Female,372
12.0,Shiba Inu Mix,,White/Brown,Adoption,Positive,Neutered,Male,373
12.0,Shiba Inu Mix,,Tan,Adoption,Positive,Neutered,Male,374
24.0,Shiba Inu Mix,,Red,Adoption,Positive,Neutered,Male,375
36.0,Shiba Inu Mix,,Tan,Adoption,Positive,Neutered,Male,376
12.0,Shiba Inu Mix,,Red,Adoption,Positive,Spayed,Female,377
60.0,Shiba Inu Mix,,Brown/White,Adoption,Positive,Spayed,Female,378
24.0,Shiba Inu Mix,,Red/White,Adoption,Positive,Spayed,Female,379
10.0,Shetland Sheepdog,Dachshund Longhair,Brown/White,Adoption,Positive,Neutered,Male,380
12.0,Shetland Sheepdog,Chihuahua Longhair,Tan/White,Adoption,Positive,Neutered,Male,381
8.0,Shetland Sheepdog,Chihuahua Longhair,Brown Brindle,Adoption,Positive,Spayed,Female,382
6.0,Shetland Sheepdog,Cavalier Span,Black/White,Adoption,Positive,Spayed,Female,383
24.0,Shetland Sheepdog,Brittany,Brown/White,Adoption,Positive,Spayed,Female,384
36.0,Shetland Sheepdog,Border Collie,Black/White,Adoption,Positive,Neutered,Male,385
24.0,Shetland Sheepdog Mix,,Black/White,Adoption,Positive,Neutered,Male,386
5.0,Shetland Sheepdog Mix,,White/Tan,Adoption,Positive,Spayed,Female,387
8.0,Shetland Sheepdog Mix,,Brown/White,Adoption,Positive,Spayed,Female,388
2.0,Shetland Sheepdog Mix,,Blue Merle,Adoption,Positive,Spayed,Female,389
2.0,Shetland Sheepdog Mix,,Cream/White,Adoption,Positive,Spayed,Female,390
60.0,Sealyham Terr Mix,,White/Gray,Adoption,Positive,Spayed,Female,391
2.0,Scottish Terrier Mix,,Brown Brindle/White,Adoption,Positive,Neutered,Male,392
11.0,Schnauzer Giant Mix,,Black/White,Adoption,Positive,Neutered,Male,393
24.0,Schnauzer Giant Mix,,Black,Adoption,Positive,Spayed,Female,394
10.0,Schipperke,Chihuahua Shorthair,Black,Adoption,Positive,Neutered,Male,395
12.0,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male,396
12.0,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male,397
12.0,Schipperke Mix,,Black/White,Adoption,Positive,Neutered,Male,398
24.0,Schipperke Mix,,Black,Adoption,Positive,Spayed,Female,399
12.0,Samoyed Mix,,White,Adoption,Positive,Spayed,Female,400
12.0,Saluki,Labrador Retriever,Yellow/White,Adoption,Positive,Neutered,Male,401
12.0,Saluki Mix,,Brown/Black,Adoption,Positive,Spayed,Female,402
36.0,Saluki Mix,,Brown/White,Adoption,Positive,Spayed,Female,403
132.0,Rottweiler,Rhod Ridgeback,Brown/White,Adoption,Positive,Neutered,Male,404
24.0,Rottweiler,Pit Bull,Black/Brown,Adoption,Positive,Spayed,Female,405
2.0,Rottweiler,Labrador Retriever,Black/Brown,Adoption,Positive,Neutered,Male,406
24.0,Rottweiler,Labrador Retriever,Black/Brown,Adoption,Positive,Neutered,Male,407
12.0,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female,408
84.0,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female,409
24.0,Rottweiler,Labrador Retriever,Black/Tan,Adoption,Positive,Spayed,Female,410
5.0,Rottweiler,German Shepherd,Black/Tan,Adoption,Positive,Neutered,Male,411
2.0,Rottweiler,German Shepherd,Sable,Adoption,Positive,Neutered,Male,412
2.0,Rottweiler,German Shepherd,Sable,Adoption,Positive,Neutered,Male,413
2.0,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female,414
2.0,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female,415
2.0,Rottweiler,German Shepherd,Sable,Adoption,Positive,Spayed,Female,416
36.0,Rottweiler,Australian Cattle Dog,Brown/Black,Adoption,Positive,Spayed,Female,417
2.0,Rottweiler Mix,,Tricolor,Adoption,Positive,Intact,Male,418
4.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,419
6.0,Rottweiler Mix,,Black/White,Adoption,Positive,Neutered,Male,420
2.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,421
10.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,422
3.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,423
12.0,Rottweiler Mix,,Black/Red,Adoption,Positive,Neutered,Male,424
12.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male,425
12.0,Rottweiler Mix,,Tricolor,Adoption,Positive,Neutered,Male,426
12.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,427
60.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,428
24.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,429
36.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,430
60.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,431
72.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,432
36.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male,433
36.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male,434
84.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,435
24.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,436
36.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Neutered,Male,437
1.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female,438
5.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,439
2.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female,440
2.0,Rottweiler Mix,,Tricolor/White,Adoption,Positive,Spayed,Female,441
2.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,442
12.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,443
12.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female,444
12.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,445
36.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,446
24.0,Rottweiler Mix,,Black/Brown,Adoption,Positive,Spayed,Female,447
36.0,Rottweiler Mix,,Black/Tan,Adoption,Positive,Spayed,Female,448
9.0,Rottweiler,,Black/Tan,Adoption,Positive,Intact,Male,449
120.0,Rottweiler,,Black/Brown,Adoption,Positive,Intact,Female,450
12.0,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male,451
36.0,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male,452
96.0,Rottweiler,,Black/Tan,Adoption,Positive,Neutered,Male,453
36.0,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male,454
48.0,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male,455
60.0,Rottweiler,,Black/Brown,Adoption,Positive,Neutered,Male,456
10.0,Rottweiler,,Black/Tan,Adoption,Positive,Spayed,Female,457
48.0,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female,458
36.0,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female,459
48.0,Rottweiler,,Tricolor,Adoption,Positive,Spayed,Female,460
24.0,Rottweiler,,Black/Tan,Adoption,Positive,Spayed,Female,461
108.0,Rottweiler,,Black/Brown,Adoption,Positive,Spayed,Female,462
6.0,Rhod Ridgeback,Plott Hound,Brown/White,Adoption,Positive,Spayed,Female,463
12.0,Rhod Ridgeback,Pit Bull,Red,Adoption,Positive,Neutered,Male,464
12.0,Rhod Ridgeback,Pit Bull,White/Brown,Adoption,Positive,Neutered,Male,465
9.0,Rhod Ridgeback,Labrador Retriever,Red/Tan,Adoption,Positive,Neutered,Male,466
3.0,Rhod Ridgeback,Labrador Retriever,Tan/Black,Adoption,Positive,Neutered,Male,467
36.0,Rhod Ridgeback,Labrador Retriever,Red/White,Adoption,Positive,Spayed,Female,468
3.0,Rhod Ridgeback Mix,,Tan/White,Adoption,Positive,Neutered,Male,469
12.0,Rhod Ridgeback Mix,,Tan,Adoption,Positive,Neutered,Male,470
12.0,Rhod Ridgeback Mix,,Brown/Tan,Adoption,Positive,Neutered,Male,471
156.0,Rhod Ridgeback Mix,,Sable,Adoption,Positive,Neutered,Male,472
24.0,Rhod Ridgeback Mix,,Red/Brown,Adoption,Positive,Neutered,Male,473
12.0,Rhod Ridgeback Mix,,Tan,Adoption,Positive,Spayed,Female,474
36.0,Rhod Ridgeback Mix,,Tan/White,Adoption,Positive,Spayed,Female,475
24.0,Rhod Ridgeback,,Red,Adoption,Positive,Neutered,Male,476
5.0,Redbone Hound,Redbone Hound,Red,Adoption,Positive,Neutered,Male,477
4.0,Redbone Hound,Labrador Retriever,Red/White,Adoption,Positive,Spayed,Female,478
2.0,Redbone Hound,Anatol Shepherd,Brown/White,Adoption,Positive,Spayed,Female,479
2.0,Redbone Hound Mix,,Brown/Black,Adoption,Positive,Neutered,Male,480
4.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male,481
2.0,Redbone Hound Mix,,Tricolor,Adoption,Positive,Neutered,Male,482
2.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male,483
2.0,Redbone Hound Mix,,Brown,Adoption,Positive,Neutered,Male,484
3.0,Redbone Hound Mix,,Sable/Red,Adoption,Positive,Neutered,Male,485
2.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male,486
12.0,Redbone Hound Mix,,Tan/White,Adoption,Positive,Neutered,Male,487
24.0,Redbone Hound Mix,,Red,Adoption,Positive,Neutered,Male,488
24.0,Redbone Hound Mix,,Black/Red,Adoption,Positive,Neutered,Male,489
36.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Neutered,Male,490
5.0,Redbone Hound Mix,,Red,Adoption,Positive,Spayed,Female,491
4.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female,492
10.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female,493
12.0,Redbone Hound Mix,,Brown,Adoption,Positive,Spayed,Female,494
60.0,Redbone Hound Mix,,Red/White,Adoption,Positive,Spayed,Female,495
60.0,Redbone Hound,,Red/White,Adoption,Positive,Spayed,Female,496
60.0,Rat Terrier,Pug,Brown/White,Adoption,Positive,Spayed,Female,497
7.0,Rat Terrier,Pointer,Black/White,Adoption,Positive,Spayed,Female,498
24.0,Rat Terrier,Pit Bull,Tricolor,Adoption,Positive,Spayed,Female,499
2.0,Rat Terrier,Miniature Poodle,White/Brown,Adoption,Positive,Spayed,Female,500
2.0,Rat Terrier,Miniature Poodle,White/Black,Adoption,Positive,Spayed,Female,501
5.0,Rat Terrier,Chihuahua Shorthair,Black/Tan,Adoption,Positive,Neutered,Male,502
12.0,Rat Terrier,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male,503
12.0,Rat Terrier,Chihuahua Shorthair,White/Black,Adoption,Positive,Neutered,Male,504
12.0,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Neutered,Male,505
36.0,Rat Terrier,Chihuahua Shorthair,Black/White,Adoption,Positive,Neutered,Male,506
24.0,Rat Terrier,Chihuahua Shorthair,Brown/White,Adoption,Positive,Neutered,Male,507
36.0,Rat Terrier,Chihuahua Shorthair,White/Chocolate,Adoption,Positive,Neutered,Male,508
12.0,Rat Terrier,Chihuahua Shorthair,White/Brown,Adoption,Positive,Spayed,Female,509
12.0,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female,510
12.0,Rat Terrier,Chihuahua Shorthair,Tricolor,Adoption,Positive,Spayed,Female,511
24.0,Rat Terrier,Chihuahua Shorthair,White/Black,Adoption,Positive,Spayed,Female,512
6.0,Rat Terrier,Cardigan Welsh Corgi,Black/Gray,Adoption,Positive,Neutered,Male,513
24.0,Rat Terrier,Cardigan Welsh Corgi,Black/White,Adoption,Positive,Neutered,Male,514
48.0,Rat Terrier,Cardigan Welsh Corgi,Tricolor,Adoption,Positive,Neutered,Male,515
2.0,Rat Terrier,Boston Terrier,Black/Brown Brindle,Adoption,Positive,Neutered,Male,516
12.0,Rat Terrier,Basenji,Red/White,Adoption,Positive,Neutered,Male,517
3.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Intact,Female,518
7.0,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Neutered,Male,519
2.0,Rat Terrier Mix,,Tricolor/White,Adoption,Positive,Neutered,Male,520
4.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,521
6.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male,522
5.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,523
10.0,Rat Terrier Mix,,Black/White,Adoption,Positive,Neutered,Male,524
12.0,Rat Terrier Mix,,Black,Adoption,Positive,Neutered,Male,525
12.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male,526
12.0,Rat Terrier Mix,,Brown/Black,Adoption,Positive,Neutered,Male,527
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,528
72.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,529
108.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male,530
48.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,531
72.0,Rat Terrier Mix,,Brown/White,Adoption,Positive,Neutered,Male,532
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Neutered,Male,533
48.0,Rat Terrier Mix,,Black/White,Adoption,Positive,Neutered,Male,534
24.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male,535
60.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Neutered,Male,536
60.0,Rat Terrier Mix,,Brown/White,Adoption,Positive,Neutered,Male,537
60.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Neutered,Male,538
1.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,539
1.0,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female,540
1.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,541
2.0,Rat Terrier Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female,542
4.0,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female,543
10.0,Rat Terrier Mix,,Black/Brown,Adoption,Positive,Spayed,Female,544
8.0,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Spayed,Female,545
8.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,546
4.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,547
5.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,548
8.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,549
2.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,550
12.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female,551
12.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,552
12.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,553
12.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,554
12.0,Rat Terrier Mix,,Black/Tan,Adoption,Positive,Spayed,Female,555
12.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,556
12.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female,557
12.0,Rat Terrier Mix,,Brown,Adoption,Positive,Spayed,Female,558
24.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female,559
108.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,560
144.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,561
24.0,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female,562
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,563
96.0,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female,564
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,565
36.0,Rat Terrier Mix,,White/Brown,Adoption,Positive,Spayed,Female,566
36.0,Rat Terrier Mix,,White/Tan,Adoption,Positive,Spayed,Female,567
24.0,Rat Terrier Mix,,Black/White,Adoption,Positive,Spayed,Female,568
24.0,Rat Terrier Mix,,White/Liver,Adoption,Positive,Spayed,Female,569
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,570
96.0,Rat Terrier Mix,,White/Tricolor,Adoption,Positive,Spayed,Female,571
120.0,Rat Terrier Mix,,Tan/White,Adoption,Positive,Spayed,Female,572
144.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,573
24.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,574
24.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,575
72.0,Rat Terrier Mix,,Tricolor,Adoption,Positive,Spayed,Female,576
96.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,577
24.0,Rat Terrier Mix,,White/Black,Adoption,Positive,Spayed,Female,578
48.0,Rat Terrier,,White/Black,Adoption,Positive,Neutered,Male,579
2.0,Rat Terrier,,Tan,Adoption,Positive,Spayed,Female,580
120.0,Rat Terrier,,Tricolor,Adoption,Positive,Spayed,Female,581
108.0,Rat Terrier,,White/Tricolor,Adoption,Positive,Spayed,Female,582
144.0,Rat Terrier,,Tricolor,Adoption,Positive,Spayed,Female,583
10.0,Queensland Heeler,Shetland Sheepdog,Red Tick/Black,Adoption,Positive,Spayed,Female,584
12.0,Queensland Heeler,Pointer,Blue Tick,Adoption,Positive,Spayed,Female,585
24.0,Queensland Heeler,Great Dane,Black/White,Adoption,Positive,Neutered,Male,586
8.0,Queensland Heeler,Chihuahua Shorthair,White/Tan,Adoption,Positive,Neutered,Male,587
7.0,Queensland Heeler,Border Collie,Black/White,Adoption,Positive,Spayed,Female,588
36.0,Queensland Heeler,Basset Hound,Blue Tick/Red Tick,Adoption,Positive,Neutered,Male,589
8.0,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male,590
6.0,Queensland Heeler Mix,,White/Black,Adoption,Positive,Neutered,Male,591
8.0,Queensland Heeler Mix,,Black/Blue Tick,Adoption,Positive,Neutered,Male,592
10.0,Queensland Heeler Mix,,Black/Blue Tick,Adoption,Positive,Neutered,Male,593
12.0,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male,594
12.0,Queensland Heeler Mix,,Tricolor,Adoption,Positive,Neutered,Male,595
24.0,Queensland Heeler Mix,,Red/Red Tick,Adoption,Positive,Neutered,Male,596
96.0,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Neutered,Male,597
24.0,Queensland Heeler Mix,,Brown,Adoption,Positive,Neutered,Male,598
24.0,Queensland Heeler Mix,,Black/Tan,Adoption,Positive,Neutered,Male,599
48.0,Queensland Heeler Mix,,Black/White,Adoption,Positive,Neutered,Male,600
36.0,Queensland Heeler Mix,,Brown Brindle/Red Tick,Adoption,Positive,Neutered,Male,601
24.0,Queensland Heeler Mix,,Red Tick,Adoption,Positive,Neutered,Male,602
2.0,Queensland Heeler Mix,,Black,Adoption,Positive,Spayed,Female,603
3.0,Queensland Heeler Mix,,Brown Merle,Adoption,Positive,Spayed,Female,604
2.0,Queensland Heeler Mix,,Red Tick,Adoption,Positive,Spayed,Female,605
2.0,Queensland Heeler Mix,,Red/Red Tick,Adoption,Positive,Spayed,Female,606
3.0,Queensland Heeler Mix,,Blue Merle,Adoption,Positive,Spayed,Female,607
2.0,Queensland Heeler Mix,,White/Black,Adoption,Positive,Spayed,Female,608
2.0,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female,609
6.0,Queensland Heeler Mix,,Blue Merle/Blue Merle,Adoption,Positive,Spayed,Female,610
6.0,Queensland Heeler Mix,,Blue Tick,Adoption,Positive,Spayed,Female,611
12.0,Queensland Heeler Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female,612
12.0,Queensland Heeler Mix,,Tan/White,Adoption,Positive,Spayed,Female,613
12.0,Queensland Heeler Mix,,Blue Merle/Tan,Adoption,Positive,Spayed,Female,614
24.0,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female,615
24.0,Queensland Heeler Mix,,Blue Tick,Adoption,Positive,Spayed,Female,616
36.0,Queensland Heeler Mix,,Black/White,Adoption,Positive,Spayed,Female,617
24.0,Queensland Heeler Mix,,White,Adoption,Positive,Spayed,Female,618
36.0,Queensland Heeler Mix,,White/Black,Adoption,Positive,Spayed,Female,619
12.0,Queensland Heeler,,Red/White,Adoption,Positive,Neutered,Male,620
