,AgeuponOutcome,AnimalID,AnimalType,Breed,Color,DateTime,ID,Name,OutcomeSubtype,OutcomeType,SexuponOutcome
417,2 years,,Dog,Cardigan Welsh Corgi Mix,Black/Brown,2015-10-27 13:54:00,418.0,Knuckles,,,Neutered Male
419,1 year,,Dog,Australian Kelpie Mix,Black/Tan,2014-11-12 17:59:00,420.0,,,,Spayed Female
420,2 months,,Dog,Chihuahua Shorthair Mix,Tricolor/White,2015-02-24 19:15:00,421.0,Chiquita,,,Spayed Female
424,2 years,,Dog,Parson Russell Terrier Mix,White/Brown,2014-01-07 15:47:00,425.0,,,,Spayed Female
425,4 weeks,,Dog,Chihuahua Shorthair Mix,White/Black,2015-03-30 10:55:00,426.0,,,,Intact Female
428,3 months,,Dog,German Shepherd Mix,Black/Tan,2015-08-03 11:33:00,429.0,Olga,,,Intact Female
430,7 months,,Dog,Dachshund Mix,Black/Tan,2014-02-07 14:19:00,431.0,,,,Spayed Female
431,4 years,,Dog,Cocker Spaniel Mix,Black,2015-06-03 12:37:00,432.0,Silky,,,Spayed Female
432,1 year,,Dog,Border Collie Mix,Black/White,2014-03-09 11:41:00,433.0,Marley,,,Neutered Male
433,7 years,,Dog,Cardigan Welsh Corgi/Chihuahua Shorthair,Brown/Tan,2013-10-03 18:03:00,434.0,Trixie,,,Spayed Female
437,2 years,,Dog,German Shepherd Mix,Brown/Black,2014-12-24 12:41:00,438.0,Leyna,,,Spayed Female
441,10 months,,Dog,Carolina Dog Mix,Red,2014-03-20 16:13:00,442.0,Goldie,,,Spayed Female
442,4 months,,Dog,Jindo/Labrador Retriever,Tan/White,2015-04-13 18:28:00,443.0,,,,Spayed Female
443,4 years,,Dog,American Pit Bull Terrier,Black/White,2015-03-11 18:47:00,444.0,Topper,,,Neutered Male
444,2 years,,Dog,Siberian Husky Mix,Red/White,2014-01-06 18:42:00,445.0,Scout,,,Spayed Female
445,1 year,,Dog,Pit Bull Mix,Brown/White,2013-12-07 16:51:00,446.0,Oso,,,Neutered Male
449,1 month,,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-01-29 12:10:00,450.0,Dutchess,,,Intact Female
452,1 year,,Dog,Labrador Retriever Mix,Black/Brown Brindle,2016-01-14 18:55:00,453.0,Marley,,,Neutered Male
454,2 years,,Dog,Pit Bull Mix,Brown/White,2014-12-21 17:00:00,455.0,Achilles,,,Neutered Male
455,2 years,,Dog,Miniature Schnauzer Mix,White/Gray,2014-04-04 19:04:00,456.0,Biddy,,,Spayed Female
456,3 months,,Dog,Labrador Retriever/German Shepherd,Tan/Gray,2014-03-17 19:05:00,457.0,,,,Spayed Female
457,2 years,,Dog,Pit Bull Mix,Brown Brindle,2014-04-28 15:33:00,458.0,Zero,,,Intact Female
460,1 year,,Dog,Pit Bull/Catahoula,Tricolor,2015-03-29 17:24:00,461.0,Karissa,,,Spayed Female
461,5 years,,Dog,Chihuahua Shorthair Mix,White/Tan,2015-11-18 11:50:00,462.0,Paco,,,Neutered Male
463,1 year,,Dog,Flat Coat Retriever Mix,Black/White,2013-10-16 17:04:00,464.0,Jet,,,Intact Male
464,2 years,,Dog,American Bulldog/English Bulldog,White/Brown,2015-01-12 18:15:00,465.0,Maximus,,,Neutered Male
465,1 year,,Dog,Bruss Griffon/Pug,Tan,2014-08-18 17:07:00,466.0,Lita,,,Spayed Female
466,1 year,,Dog,Pit Bull Mix,Blue/White,2014-02-20 12:23:00,467.0,,,,Intact Male
469,2 years,,Dog,Chihuahua Shorthair/Rat Terrier,Tricolor,2014-05-16 11:58:00,470.0,,,,Neutered Male
471,12 years,,Dog,Cocker Spaniel Mix,Black,2013-10-28 11:25:00,472.0,,,,Intact Male
472,2 months,,Dog,Dachshund/Manchester Terrier,Buff,2015-06-25 10:27:00,473.0,,,,Neutered Male
473,2 years,,Dog,Pit Bull Mix,Brown/White,2013-10-30 17:34:00,474.0,Baby,,,Spayed Female
474,1 year,,Dog,Chihuahua Shorthair Mix,Brown/White,2015-09-14 18:33:00,475.0,Teddy,,,Neutered Male
477,3 years,,Dog,American Bulldog Mix,White/Black,2015-03-01 16:38:00,478.0,Zeus,,,Neutered Male
480,2 years,,Dog,Pit Bull Mix,Black/White,2015-12-30 11:40:00,481.0,Django,,,Intact Male
481,8 months,,Dog,Australian Cattle Dog Mix,Red/Red Tick,2013-12-12 19:47:00,482.0,Leader,,,Intact Male
482,8 years,,Dog,Miniature Poodle Mix,White,2014-02-13 17:25:00,483.0,Rosco,,,Neutered Male
483,1 month,,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-01-25 12:36:00,484.0,,,,Intact Male
484,3 years,,Dog,Tibetan Spaniel Mix,Brown,2016-01-31 17:56:00,485.0,,,,Spayed Female
485,4 years,,Dog,Pit Bull Mix,Brown,2015-05-07 15:18:00,486.0,Macho,,,Intact Male
486,1 month,,Dog,Labrador Retriever Mix,Tan,2015-01-16 17:03:00,487.0,Bo-Jack,,,Neutered Male
487,1 year,,Dog,Labrador Retriever Mix,Yellow/White,2016-01-17 15:32:00,488.0,Cheyenne,,,Neutered Male
491,2 years,,Dog,Rottweiler Mix,Black,2016-01-25 14:07:00,492.0,Shirley,,,Intact Female
492,3 years,,Dog,Beagle Mix,Brown,2015-06-17 17:50:00,493.0,Jasper,,,Neutered Male
493,2 years,,Dog,Chow Chow/Irish Setter,Red/Black,2014-08-06 18:38:00,494.0,Princess,,,Spayed Female
494,3 months,,Dog,Beagle Mix,Red,2014-03-14 12:52:00,495.0,Nefertiti,,,Intact Female
495,2 years,,Dog,Labrador Retriever Mix,White,2013-12-09 12:19:00,496.0,,,,Spayed Female
497,1 year,,Dog,Siberian Husky/German Shepherd,Black/Tan,2013-10-28 15:30:00,498.0,Khaleesi,,,Spayed Female
499,8 years,,Dog,Pit Bull Mix,Black/White,2014-10-17 12:02:00,500.0,Bola,,,Spayed Female
501,5 years,,Dog,Bichon Frise Mix,White,2014-12-04 18:56:00,502.0,Daisy,,,Spayed Female
504,3 years,,Dog,Yorkshire Terrier Mix,Brown,2015-02-22 11:17:00,505.0,Macy,,,Spayed Female
505,3 years,,Dog,Welsh Terrier Mix,Black,2016-01-22 12:02:00,506.0,Morgan,,,Neutered Male
506,2 years,,Dog,Rhod Ridgeback Mix,Brown/Tan,2013-10-02 19:02:00,507.0,Daisy,,,Intact Female
507,2 years,,Dog,Pit Bull Mix,White/Tan,2015-02-27 12:58:00,508.0,Princess,,,Spayed Female
508,3 years,,Dog,Australian Cattle Dog/Basenji,Black/Brown,2015-04-14 08:58:00,509.0,Hailey,,,Spayed Female
511,14 years,,Dog,Toy Fox Terrier Mix,Black/White,2015-05-20 13:14:00,512.0,Terry,,,Spayed Female
512,1 year,,Dog,Border Collie/Labrador Retriever,Black,2015-03-04 17:28:00,513.0,Roxie,,,Spayed Female
514,7 years,,Dog,Samoyed Mix,White,2014-04-08 17:08:00,515.0,Rei,,,Spayed Female
517,3 years,,Dog,Miniature Schnauzer Mix,White,2014-07-16 16:10:00,518.0,,,,Neutered Male
520,1 year,,Dog,Pit Bull Mix,Black/White,2014-02-24 16:59:00,521.0,Aries,,,Neutered Male
525,9 years,,Dog,Labrador Retriever/Basset Hound,Tan/White,2014-07-28 16:07:00,526.0,Teddy,,,Neutered Male
526,1 year,,Dog,Pit Bull Mix,Blue/White,2014-12-05 17:15:00,527.0,Tippy,,,Spayed Female
527,9 years,,Dog,Shih Tzu Mix,White/Tan,2014-04-06 12:57:00,528.0,Tammy,,,Spayed Female
531,2 years,,Dog,Labrador Retriever Mix,Black,2013-10-15 18:13:00,532.0,Sammie,,,Spayed Female
532,1 month,,Dog,German Shepherd/Cardigan Welsh Corgi,Tricolor,2014-05-24 17:33:00,533.0,,,,Spayed Female
533,2 years,,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-05-04 20:53:00,534.0,,,,Neutered Male
535,2 months,,Dog,Australian Cattle Dog Mix,Tricolor,2014-05-22 16:30:00,536.0,,,,Neutered Male
536,1 year,,Dog,Chihuahua Shorthair,Black/Brown,2014-11-23 19:15:00,537.0,Casanova,,,Neutered Male
538,4 years,,Dog,Vizsla/Labrador Retriever,Red/White,2015-08-28 16:31:00,539.0,Henry,,,Neutered Male
539,3 years,,Dog,Pit Bull Mix,Blue/White,2013-10-01 15:33:00,540.0,Stevie,,,Intact Female
540,1 month,,Dog,Pit Bull Mix,Tan/White,2015-02-19 17:43:00,541.0,,,,Intact Female
545,1 year,,Dog,Cane Corso,Brown Brindle,2014-06-04 18:41:00,546.0,Luna,,,Spayed Female
547,1 year,,Dog,Basenji/Rhod Ridgeback,Tan/White,2014-03-22 16:27:00,548.0,Luna,,,Spayed Female
548,2 years,,Dog,Rat Terrier,Black/White,2014-07-19 23:27:00,549.0,,,,Intact Male
550,8 months,,Dog,Pit Bull Mix,Brown Brindle/White,2015-10-20 12:52:00,551.0,Biggie,,,Neutered Male
551,1 year,,Dog,Pit Bull Mix,Black/White,2014-11-23 14:22:00,552.0,Lacey,,,Spayed Female
552,1 year,,Dog,Pointer/Boxer,White/Brown,2016-02-10 13:38:00,553.0,Venus,,,Spayed Female
556,4 years,,Dog,German Shepherd,Black/Brown,2015-12-10 15:38:00,557.0,Charlie,,,Intact Male
557,5 months,,Dog,Great Pyrenees Mix,White,2013-10-09 17:38:00,558.0,Blanca,,,Spayed Female
558,2 months,,Dog,German Shepherd Mix,Black/White,2014-08-11 17:35:00,559.0,,,,Spayed Female
559,9 years,,Dog,Labrador Retriever Mix,Black,2014-09-17 14:10:00,560.0,Chuy,,,Spayed Female
560,2 years,,Dog,Pug/Chihuahua Shorthair,Red,2015-11-12 19:19:00,561.0,Mila,,,Spayed Female
561,12 years,,Dog,Labrador Retriever Mix,Chocolate,2015-03-31 18:54:00,562.0,Servo,,,Neutered Male
562,6 years,,Dog,Mastiff,Tan,2014-07-04 15:00:00,563.0,Sophia,,,Intact Female
563,1 year,,Dog,Chihuahua Shorthair Mix,Tan,2015-07-31 17:26:00,564.0,Widget,,,Spayed Female
565,11 months,,Dog,Collie Smooth Mix,White/Tan,2015-02-19 12:38:00,566.0,Nicholas,,,Neutered Male
566,4 weeks,,Dog,Australian Shepherd Mix,White/Tan,2015-05-15 15:14:00,567.0,,,,Intact Female
568,4 years,,Dog,Pit Bull Mix,White/Black,2015-08-02 18:16:00,569.0,Cesar,,,Neutered Male
569,5 months,,Dog,Catahoula Mix,Black/White,2014-03-16 15:26:00,570.0,Rosalie,,,Spayed Female
570,2 months,,Dog,Dachshund Wirehair/Miniature Poodle,Yellow,2015-08-04 18:00:00,571.0,Gizmo,,,Neutered Male
571,3 years,,Dog,Pit Bull Mix,Brown Brindle/White,2015-12-06 18:38:00,572.0,Brutus,,,Neutered Male
572,2 years,,Dog,Cairn Terrier Mix,Tan,2014-11-18 15:01:00,573.0,Olive,,,Intact Female
576,4 years,,Dog,German Shepherd Mix,Brown/Black,2015-04-24 16:09:00,577.0,Rocko,,,Neutered Male
579,1 year,,Dog,Chihuahua Shorthair Mix,Black/Brown,2014-05-20 17:56:00,580.0,Weasel,,,Neutered Male
580,8 years,,Dog,Australian Shepherd Mix,Tricolor,2013-12-08 12:47:00,581.0,Scrufty,,,Neutered Male
582,3 years,,Dog,English Bulldog,Brown/White,2015-08-24 16:55:00,583.0,Chubbs,,,Neutered Male
587,1 year,,Dog,Chihuahua Shorthair/Rat Terrier,Brown/White,2015-05-23 14:08:00,588.0,,,,Intact Female
589,7 months,,Dog,Pit Bull Mix,Black/White,2014-03-18 17:52:00,590.0,Simba,,,Neutered Male
590,2 years,,Dog,Pit Bull Mix,Fawn/White,2016-02-05 18:15:00,591.0,Oskar,,,Neutered Male
591,9 years,,Dog,Chihuahua Shorthair Mix,White/Brown,2014-06-02 16:50:00,592.0,Precious,,,Spayed Female
593,11 years,,Dog,Pit Bull Mix,Tan/White,2015-10-26 11:28:00,594.0,Bodacious,,,Neutered Male
595,7 years,,Dog,Labrador Retriever Mix,Black/White,2016-01-22 16:50:00,596.0,Nikko,,,Neutered Male
597,3 years,,Dog,Pit Bull/Boxer,Black/White,2015-07-15 14:10:00,598.0,Chloe,,,Spayed Female
598,5 months,,Dog,Boxer Mix,Brown Merle,2014-05-03 17:38:00,599.0,Dede,,,Spayed Female
601,1 year,,Dog,Pit Bull Mix,Blue Tiger/White,2014-12-06 13:20:00,602.0,Deja,,,Spayed Female
603,6 years,,Dog,German Shepherd,Black/Tan,2016-01-16 11:10:00,604.0,Cash,,,Intact Male
609,9 months,,Dog,Labrador Retriever Mix,Black,2015-07-16 16:08:00,610.0,Ivy,,,Intact Female
610,4 months,,Dog,Chihuahua Shorthair Mix,Black,2015-08-10 15:58:00,611.0,Bluto,,,Neutered Male
615,5 years,,Dog,Carolina Dog Mix,Brown,2016-01-12 17:14:00,616.0,Rae,,,Spayed Female
617,2 years,,Dog,Pit Bull Mix,Black/White,2015-06-07 12:37:00,618.0,Gunner,,,Neutered Male
620,2 months,,Dog,Chihuahua Shorthair/Dachshund,White/Tan,2014-02-05 12:34:00,621.0,,,,Intact Female
623,7 years,,Dog,Border Collie/German Shepherd,Black/White,2014-12-11 15:55:00,624.0,Dolce,,,Spayed Female
624,2 years,,Dog,Chihuahua Shorthair Mix,White,2014-06-23 12:24:00,625.0,Maxi,,,Neutered Male
625,2 months,,Dog,Collie Rough Mix,Tan/White,2014-11-07 16:02:00,626.0,Sandy,,,Intact Female
628,2 years,,Dog,Black Mouth Cur Mix,Brown/Black,2015-09-16 18:04:00,629.0,Helios,,,Neutered Male
630,3 years,,Dog,Dogue De Bordeaux Mix,Red/White,2015-04-28 16:11:00,631.0,Moose,,,Neutered Male
631,6 months,,Dog,Australian Cattle Dog,Black/White,2015-08-14 18:13:00,632.0,Oreo,,,Spayed Female
633,9 months,,Dog,Border Collie/Labrador Retriever,Black/White,2014-03-01 14:33:00,634.0,,,,Spayed Female
637,1 year,,Dog,Chihuahua Shorthair Mix,Brown/White,2015-04-24 11:40:00,638.0,Greta,,,Spayed Female
643,2 years,,Dog,Dachshund Longhair/Miniature Poodle,Cream,2015-09-05 16:50:00,644.0,Grover,,,Neutered Male
645,3 years,,Dog,Pit Bull Mix,Blue/White,2015-06-13 12:26:00,646.0,Babs,,,Spayed Female
646,3 years,,Dog,Australian Cattle Dog Mix,Blue Merle,2013-10-18 14:14:00,647.0,Lucky,,,Spayed Female
651,1 year,,Dog,Chihuahua Shorthair/Rat Terrier,Brown/White,2014-01-25 17:42:00,652.0,Oddy,,,Neutered Male
652,3 years,,Dog,Labrador Retriever,Chocolate,2015-09-28 13:26:00,653.0,Samson,,,Neutered Male
653,9 months,,Dog,Dachshund/Chihuahua Shorthair,Brown/Black,2015-06-17 18:25:00,654.0,,,,Spayed Female
655,5 months,,Dog,Dachshund/Labrador Retriever,Black/White,2015-09-10 12:42:00,656.0,Missy,,,Intact Female
656,2 months,,Dog,Labrador Retriever Mix,Brown Brindle/White,2016-01-19 16:21:00,657.0,,,,Intact Female
657,1 year,,Dog,Chihuahua Shorthair Mix,Tan/Black,2015-03-16 18:56:00,658.0,Aspen,,,Spayed Female
659,3 years,,Dog,Pit Bull Mix,Blue/White,2014-10-26 15:35:00,660.0,Nokia,,,Spayed Female
661,2 years,,Dog,Chihuahua Shorthair Mix,Black/Tan,2014-09-29 18:38:00,662.0,,,,Neutered Male
662,1 year,,Dog,Pit Bull Mix,Blue/White,2013-12-29 15:38:00,663.0,O. Henry,,,Neutered Male
663,6 years,,Dog,Labrador Retriever Mix,Yellow,2014-05-16 17:08:00,664.0,Sara,,,Spayed Female
664,8 months,,Dog,American Bulldog Mix,Tan,2015-07-30 18:11:00,665.0,Zeus,,,Neutered Male
665,2 months,,Dog,Border Collie Mix,Black/White,2015-07-02 18:16:00,666.0,Marcus,,,Neutered Male
667,1 year,,Dog,Great Pyrenees Mix,White/Brown,2015-11-07 13:02:00,668.0,Arctic,,,Neutered Male
668,1 year,,Dog,Pit Bull Mix,Chocolate/White,2014-11-20 17:25:00,669.0,Lady,,,Spayed Female
669,1 year,,Dog,Border Collie Mix,Yellow/White,2015-12-21 18:34:00,670.0,Katy,,,Spayed Female
671,6 months,,Dog,Chihuahua Shorthair/Pomeranian,Cream/White,2015-11-23 13:19:00,672.0,Alvin,,,Neutered Male
673,2 years,,Dog,Chihuahua Shorthair Mix,Tricolor,2014-11-30 16:17:00,674.0,Rocky,,,Neutered Male
677,7 years,,Dog,Toy Poodle Mix,White,2014-09-28 14:02:00,678.0,,,,Neutered Male
678,5 months,,Dog,Chihuahua Shorthair/Papillon,Black/White,2013-11-14 15:06:00,679.0,Fido,,,Intact Male
679,2 years,,Dog,Chihuahua Shorthair Mix,Black/White,2014-06-26 08:58:00,680.0,Gordo,,,Neutered Male
680,4 months,,Dog,Maltese Mix,White,2014-09-14 17:30:00,681.0,Frosty,,,Intact Male
681,4 years,,Dog,Labrador Retriever Mix,Black/Brown,2015-01-31 19:10:00,682.0,Captain,,,Neutered Male
682,7 months,,Dog,Chihuahua Shorthair Mix,Sable,2015-08-08 18:40:00,683.0,,,,Spayed Female
683,6 months,,Dog,Jack Russell Terrier Mix,White/Tan,2014-04-13 19:13:00,684.0,Eddie,,,Neutered Male
684,3 years,,Dog,German Shepherd/Chow Chow,Tan,2014-05-25 16:23:00,685.0,Ringo,,,Neutered Male
685,2 years,,Dog,Pit Bull Mix,White/Brown,2014-03-01 15:57:00,686.0,Mindy,,,Spayed Female
687,2 months,,Dog,Labrador Retriever Mix,Black/White,2014-02-21 07:59:00,688.0,Zoey,,,Spayed Female
690,2 years,,Dog,Chihuahua Shorthair Mix,Fawn/White,2015-10-30 13:15:00,691.0,Poppy,,,Spayed Female
692,4 years,,Dog,Australian Cattle Dog Mix,Blue Tick,2014-07-14 18:16:00,693.0,America,,,Spayed Female
693,4 years,,Dog,German Shepherd Mix,Black/Tan,2015-08-02 11:33:00,694.0,Jupiter,,,Neutered Male
696,5 years,,Dog,Pit Bull Mix,White/Black,2013-11-15 14:56:00,697.0,Bubbles,,,Spayed Female
698,5 months,,Dog,Labrador Retriever Mix,Black,2015-07-10 12:27:00,699.0,Colorado,,,Intact Male
699,3 years,,Dog,Chow Chow Mix,Gold,2015-01-21 12:47:00,700.0,Bella,,,Intact Female
701,4 months,,Dog,Redbone Hound/Labrador Retriever,Brown/White,2013-10-20 17:40:00,702.0,Bevo,,,Neutered Male
707,4 months,,Dog,Labrador Retriever Mix,White,2015-08-31 11:57:00,708.0,Georgia,,,Intact Female
708,1 year,,Dog,Miniature Poodle Mix,Black/Cream,2016-01-15 17:34:00,709.0,Milky Way,,,Neutered Male
709,1 year,,Dog,Belgian Tervuren Mix,Red,2014-08-12 17:49:00,710.0,Lobo,,,Neutered Male
710,2 years,,Dog,Australian Cattle Dog Mix,Black/White,2015-04-28 13:15:00,711.0,Clementine,,,Spayed Female
715,1 year,,Dog,Chinese Sharpei Mix,Red/Cream,2014-01-26 18:04:00,716.0,Tom,,,Neutered Male
718,5 years,,Dog,Vizsla/Dachshund,Chocolate,2015-01-16 16:36:00,719.0,Chocolate,,,Neutered Male
719,2 months,,Dog,Chihuahua Shorthair Mix,Sable/White,2014-09-20 15:33:00,720.0,,,,Spayed Female
720,4 months,,Dog,Plott Hound/Labrador Retriever,Brown Brindle,2015-05-12 12:13:00,721.0,Baxter,,,Neutered Male
725,1 year,,Dog,Jack Russell Terrier Mix,Tricolor,2014-09-04 18:10:00,726.0,Runner,,,Neutered Male
726,6 years,,Dog,Shih Tzu,White,2015-03-02 12:29:00,727.0,Merri,,,Spayed Female
727,8 years,,Dog,Collie Rough,Sable/White,2015-09-04 18:33:00,728.0,Lucky,,,Neutered Male
731,8 years,,Dog,Pit Bull Mix,Brown/White,2013-11-09 14:00:00,732.0,Brodie,,,Neutered Male
733,2 years,,Dog,Australian Cattle Dog Mix,Red/White,2014-10-30 18:02:00,734.0,Bucky,,,Neutered Male
734,1 year,,Dog,Pit Bull Mix,White/Brown,2015-01-21 14:38:00,735.0,Princess,,,Intact Female
736,10 years,,Dog,German Shepherd Mix,Black/Tan,2015-08-20 17:13:00,737.0,Penny Lane,,,Intact Female
740,9 years,,Dog,Miniature Schnauzer Mix,White/Gray,2015-11-20 14:23:00,741.0,,,,Neutered Male
744,10 months,,Dog,Border Collie Mix,Black/White,2014-12-23 13:04:00,745.0,Ranger,,,Neutered Male
745,2 months,,Dog,Weimaraner Mix,Chocolate/White,2015-02-26 13:47:00,746.0,,,,Intact Female
746,4 months,,Dog,Labrador Retriever Mix,Chocolate,2015-03-02 17:08:00,747.0,Alice,,,Spayed Female
748,1 year,,Dog,Maltese Mix,White,2015-04-13 16:28:00,749.0,Sandy,,,Spayed Female
750,8 years,,Dog,Boxer,Brown/White,2016-02-06 15:27:00,751.0,Nutella,,,Spayed Female
752,8 months,,Dog,Labrador Retriever Mix,Tan,2015-09-26 09:33:00,753.0,Flo,,,Intact Female
753,3 months,,Dog,Labrador Retriever/Standard Schnauzer,Black,2016-01-15 18:50:00,754.0,Charlie,,,Neutered Male
754,2 years,,Dog,Boxer Mix,Brown Brindle/White,2015-03-14 18:08:00,755.0,Pansona,,,Spayed Female
755,2 years,,Dog,Siberian Husky Mix,Sable,2014-03-13 19:17:00,756.0,Ciroc,,,Spayed Female
756,3 years,,Dog,Chinese Sharpei/American Bulldog,White,2015-06-30 11:48:00,757.0,Cane,,,Intact Male
757,13 years,,Dog,Queensland Heeler,Blue Merle,2015-03-13 17:01:00,758.0,Dakota Dean,,,Intact Male
758,2 years,,Dog,Pit Bull Mix,Red/White,2015-10-27 14:36:00,759.0,Edgar,,,Neutered Male
767,2 years,,Dog,American Bulldog Mix,Tan/White,2015-02-27 09:31:00,768.0,Gunner,,,Neutered Male
772,6 years,,Dog,Chihuahua Shorthair/Pug,Tan,2015-10-31 11:57:00,773.0,Ginger,,,Spayed Female
773,1 year,,Dog,Pit Bull Mix,Tan/White,2014-03-30 17:21:00,774.0,Tony,,,Neutered Male
775,5 months,,Dog,Pit Bull Mix,Blue/White,2014-08-02 14:38:00,776.0,Maddie,,,Spayed Female
776,2 years,,Dog,Siberian Husky Mix,White/Black,2015-12-26 16:54:00,777.0,Aspen,,,Intact Male
777,4 years,,Dog,Alaskan Malamute/German Shepherd,Gray/Cream,2013-12-13 14:39:00,778.0,T.J.,,,Neutered Male
778,3 years,,Dog,Border Terrier/Chihuahua Shorthair,Black/Tan,2016-01-20 18:26:00,779.0,Haley May,,,Spayed Female
780,5 years,,Dog,Staffordshire Mix,Chocolate,2014-08-24 16:55:00,781.0,Poppy,,,Spayed Female
781,6 years,,Dog,Pit Bull Mix,Brown Brindle/White,2014-05-06 11:25:00,782.0,Alaska,,,Spayed Female
783,1 year,,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,2015-03-13 17:24:00,784.0,Pudding,,,Spayed Female
784,2 months,,Dog,Plott Hound/Labrador Retriever,Tricolor,2014-06-22 12:34:00,785.0,,,,Intact Male
785,10 months,,Dog,Labrador Retriever Mix,Black/White,2015-11-08 12:45:00,786.0,Durbin,,,Neutered Male
786,2 years,,Dog,Rat Terrier Mix,White/Black,2014-01-19 16:05:00,787.0,Lola,,,Intact Female
787,8 years,,Dog,Miniature Poodle Mix,White/Silver,2014-03-08 16:34:00,788.0,Jordan,,,Neutered Male
788,3 years,,Dog,Labrador Retriever Mix,Brown/White,2015-12-20 11:41:00,789.0,Biscuit,,,Neutered Male
789,1 year,,Dog,Pit Bull Mix,Brown Brindle,2016-02-07 15:13:00,790.0,Wilma,,,Spayed Female
790,2 years,,Dog,Bull Terrier,White,2014-12-11 14:40:00,791.0,,,,Spayed Female
791,10 months,,Dog,Bruss Griffon Mix,White,2015-09-20 16:13:00,792.0,Michelle,,,Intact Female
792,3 months,,Dog,Labrador Retriever Mix,Brown/Black,2014-04-28 10:44:00,793.0,Boots,,,Neutered Male
793,5 years,,Dog,American Bulldog Mix,White/Brown,2013-11-24 12:15:00,794.0,Milenko,,,Neutered Male
794,9 years,,Dog,Black Mouth Cur Mix,Brown/Black,2014-04-03 11:52:00,795.0,Abby,,,Spayed Female
795,6 months,,Dog,Pit Bull/Weimaraner,Black/White,2014-04-11 19:09:00,796.0,Crush,,,Intact Female
796,2 years,,Dog,Chinese Sharpei/Boxer,White/Black,2014-08-01 13:57:00,797.0,Rosie,,,Spayed Female
797,2 years,,Dog,German Shepherd Mix,Black/Tan,2014-04-06 14:09:00,798.0,Wyatt,,,Neutered Male
799,2 years,,Dog,Chihuahua Shorthair Mix,Brown/White,2015-01-15 17:46:00,800.0,Nalu,,,Neutered Male
800,2 months,,Dog,Border Collie Mix,Brown/White,2014-08-27 15:20:00,801.0,Frannie,,,Spayed Female
801,4 years,,Dog,Australian Cattle Dog Mix,Red,2014-02-25 12:41:00,802.0,Lucky,,,Neutered Male
803,3 years,,Dog,Manchester Terrier Mix,Black/Brown,2014-08-02 13:03:00,804.0,Biscuit,,,Neutered Male
806,1 year,,Dog,Boxer Mix,Brown Brindle/White,2016-02-01 17:28:00,807.0,,,,Spayed Female
807,2 months,,Dog,Border Collie Mix,Black/White,2015-05-19 17:47:00,808.0,Cookie,,,Spayed Female
808,1 year,,Dog,English Bulldog Mix,Buff,2015-06-20 12:38:00,809.0,Thad,,,Intact Male
810,2 years,,Dog,Chihuahua Shorthair Mix,Tan/White,2015-06-12 13:46:00,811.0,Ruger,,,Neutered Male
811,1 year,,Dog,Pit Bull/Carolina Dog,Black/White,2015-08-10 11:43:00,812.0,Princess,,,Spayed Female
812,1 year,,Dog,Pit Bull Mix,Black/White,2014-09-23 19:11:00,813.0,Flex,,,Neutered Male
814,2 years,,Dog,Rottweiler Mix,Black/Tan,2013-11-06 17:54:00,815.0,Scottie,,,Neutered Male
816,2 months,,Dog,Labrador Retriever Mix,Black/White,2014-05-19 17:03:00,817.0,Snoopy,,,Neutered Male
817,5 years,,Dog,Labrador Retriever,Chocolate,2014-06-30 17:35:00,818.0,Candy,,,Spayed Female
818,2 months,,Dog,Chihuahua Shorthair Mix,Black/Tan,2013-10-21 16:56:00,819.0,,,,Neutered Male
820,2 months,,Dog,Border Terrier,Tricolor,2014-05-31 16:32:00,821.0,,,,Intact Male
823,1 year,,Dog,Great Pyrenees Mix,White,2015-11-05 00:00:00,824.0,Pope,,,Neutered Male
824,1 year,,Dog,Labrador Retriever Mix,Black/White,2014-12-22 11:49:00,825.0,Lua,,,Spayed Female
825,2 years,,Dog,Cardigan Welsh Corgi Mix,Brown Brindle/White,2014-05-30 17:43:00,826.0,,,,Neutered Male
827,10 months,,Dog,American Bulldog Mix,White/Black,2013-12-26 15:38:00,828.0,Ex,,,Neutered Male
828,2 years,,Dog,Chihuahua Shorthair Mix,Brown/White,2013-11-22 17:55:00,829.0,Chichi,,,Neutered Male
829,2 days,,Dog,German Shepherd Mix,Brown/White,2015-06-13 15:47:00,830.0,,,,Intact Male
831,1 year,,Dog,Labrador Retriever Mix,Black,2015-11-25 12:39:00,832.0,Girlfriend,,,Spayed Female
833,1 year,,Dog,Miniature Schnauzer/Miniature Poodle,White,2016-02-18 17:09:00,834.0,,,,Neutered Male
834,17 years,,Dog,Labrador Retriever Mix,Tan,2014-11-13 11:30:00,835.0,Daisy,,,Spayed Female
835,5 years,,Dog,Cocker Spaniel Mix,Chocolate,2014-12-31 00:00:00,836.0,Hershey,,,Neutered Male
836,3 years,,Dog,Pit Bull Mix,Blue,2014-09-04 17:31:00,837.0,Roxy,,,Spayed Female
837,2 years,,Dog,Pit Bull Mix,Brown Brindle/White,2014-01-21 16:28:00,838.0,,,,Intact Female
839,2 years,,Dog,German Shepherd Mix,Sable,2014-05-12 17:39:00,840.0,Rocko,,,Neutered Male
