,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
374,A717989,Leroy,2015-12-28 17:33:00,Return_to_owner,,Dog,Neutered Male,7 years,American Bulldog Mix,White
375,A673784,Severus,2014-03-10 16:24:00,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Blue
377,A671889,Jezebel,2014-02-27 16:04:00,Return_to_owner,,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Tan
378,A697627,Lucy,2015-03-01 16:13:00,Adoption,,Dog,Spayed Female,2 years,Pointer/Labrador Retriever,Chocolate/White
379,A685945,Cody,2014-09-20 15:37:00,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White
382,A715735,Nico,2015-11-13 12:59:00,Transfer,Partner,Dog,Intact Male,1 year,Labrador Retriever,Buff/Tan
384,A672263,Daisy,2014-02-13 17:05:00,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,White/Tan
385,A672744,Oso,2014-04-17 17:09:00,Euthanasia,Aggressive,Dog,Intact Male,3 years,Rottweiler Mix,Black/Tan
389,A696609,Lizzy,2015-07-11 13:49:00,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever,Black
390,A714481,Bobby,2015-11-08 19:10:00,Adoption,,Dog,Neutered Male,1 year,Boxer Mix,Brown/White
392,A689596,,2014-10-10 14:05:00,Adoption,,Dog,Neutered Male,2 years,Jack Russell Terrier Mix,White/Tan
393,A714546,Blaze,2015-10-26 12:43:00,Return_to_owner,,Dog,Intact Male,9 months,Pit Bull/Dogue De Bordeaux,Red/White
394,A671352,Roman,2014-01-26 15:19:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Chow Chow,Brown
396,A695943,Tucker,2015-02-08 14:55:00,Adoption,,Dog,Neutered Male,2 years,Bernese Mountain Dog/Rottweiler,Tricolor
398,A682535,,2014-07-04 18:42:00,Transfer,Partner,Dog,Neutered Male,4 months,Plott Hound Mix,Brown Brindle/Red Tick
399,A713263,Houston,2015-10-16 17:24:00,Return_to_owner,,Dog,Intact Male,3 years,English Bulldog,Brown Brindle
400,A681679,Captain,2014-12-05 17:10:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White
402,A678536,Tulip,2014-05-17 13:44:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
403,A718585,,2016-01-07 12:44:00,Transfer,Partner,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
404,A543073,Tiny Tinker,2015-05-11 18:38:00,Return_to_owner,,Dog,Spayed Female,9 years,Chihuahua Shorthair,Brown
405,A697959,Nigel,2015-05-31 18:53:00,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
406,A715378,Sadie,2015-11-21 11:17:00,Adoption,,Dog,Spayed Female,6 months,Pointer Mix,White/Blue
407,A697281,,2015-03-03 13:14:00,Adoption,,Dog,Neutered Male,3 months,Chihuahua Longhair/Italian Greyhound,Tricolor
408,A681576,Pippin,2014-07-07 16:52:00,Adoption,Foster,Dog,Neutered Male,1 month,Labrador Retriever/Blue Lacy,Chocolate/White
409,A716400,Calliope,2015-11-24 00:00:00,Transfer,Partner,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Tan
410,A677460,Petra,2014-05-16 14:58:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
411,A675049,Judy,2014-03-22 16:23:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White
413,A660046,Grace,2014-03-09 17:06:00,Return_to_owner,,Dog,Spayed Female,2 years,American Staffordshire Terrier Mix,Blue/White
414,A660910,Kief,2013-10-24 12:31:00,Return_to_owner,,Dog,Neutered Male,2 years,Dachshund/Catahoula,Brown Brindle/White
415,A686377,,2014-08-25 17:01:00,Adoption,,Dog,Neutered Male,2 months,Dachshund Wirehair Mix,Brown/Black
418,A695654,Asha,2015-01-27 14:06:00,Euthanasia,Suffering,Dog,Intact Female,8 months,Labrador Retriever Mix,Black
421,A680506,Shaka,2014-06-07 17:09:00,Adoption,,Dog,Neutered Male,3 months,Chihuahua Shorthair Mix,Buff/White
422,A650694,Riku,2013-12-18 14:04:00,Return_to_owner,,Dog,Neutered Male,1 year,Blue Lacy/Pit Bull,Blue/White
426,A698953,,2015-03-25 17:17:00,Adoption,,Dog,Spayed Female,7 years,Miniature Poodle Mix,White
427,A696584,Pequina,2015-03-07 15:46:00,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Brown
428,A690020,Jax,2014-10-15 18:25:00,Return_to_owner,,Dog,Intact Female,4 months,Boxer Mix,Brown Brindle/White
438,A663346,July,2013-11-10 18:25:00,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
439,A665221,,2013-10-29 11:28:00,Transfer,Partner,Dog,Intact Male,1 month,Australian Cattle Dog Mix,Brown/Black
440,A667366,,2013-11-17 18:28:00,Return_to_owner,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Black/Tan
441,A657652,Mason,2014-06-03 11:47:00,Adoption,,Dog,Neutered Male,3 years,Labrador Retriever/Chinese Sharpei,Black
442,A611032,Trousers,2014-08-05 16:09:00,Return_to_owner,,Dog,Intact Male,6 years,Basset Hound,Tricolor
443,A707464,Cassius,2015-07-26 14:24:00,Adoption,,Dog,Intact Male,8 months,Pit Bull Mix,White/Blue
445,A643703,Popcorn,2014-03-11 12:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Cocker Spaniel Mix,Yellow
446,A668595,,2013-12-13 11:41:00,Return_to_owner,,Dog,Intact Male,4 weeks,Chihuahua Shorthair Mix,Tricolor
448,A713418,,2015-10-07 08:47:00,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,Buff/White
449,A711562,Bino,2015-09-08 18:00:00,Euthanasia,Suffering,Dog,Intact Male,1 year,Dachshund/Chihuahua Shorthair,Black
450,A716766,Marley,2015-11-24 16:51:00,Return_to_owner,,Dog,Neutered Male,5 years,Cocker Spaniel Mix,Black
451,A616576,Lucy,2015-12-26 12:49:00,Return_to_owner,,Dog,Spayed Female,7 years,Blue Lacy/Collie Smooth,Tricolor
453,A663819,Zeus,2015-11-11 18:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Black/White
455,A713084,Haelo,2015-10-05 17:41:00,Adoption,,Dog,Neutered Male,6 years,Miniature Poodle Mix,Buff
456,A699468,Mary,2015-04-03 16:53:00,Transfer,Partner,Dog,Intact Female,2 months,Labrador Retriever Mix,Chocolate/White
457,A700335,Dorchester,2015-07-04 08:56:00,Euthanasia,Rabies Risk,Dog,Neutered Male,2 years,Pit Bull Mix,White/Brown
460,A653055,Leia,2015-02-01 12:29:00,Return_to_owner,,Dog,Spayed Female,2 years,Black/Tan Hound Mix,Black/Tan
464,A717176,,2015-12-03 16:13:00,Transfer,Partner,Dog,Unknown,1 week,Labrador Retriever Mix,White
465,A707573,Squirt,2015-07-15 13:14:00,Return_to_owner,,Dog,Neutered Male,12 years,Chihuahua Shorthair Mix,White
466,A690543,Scarlet,2015-03-25 13:24:00,Return_to_owner,,Dog,Spayed Female,1 year,Pit Bull Mix,Chocolate/White
467,A704459,Maui,2015-06-06 16:26:00,Return_to_owner,,Dog,Spayed Female,11 years,Norfolk Terrier/Border Terrier,Cream
469,A675640,Tyrone,2014-04-10 11:22:00,Return_to_owner,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
470,A694435,Sam,2015-01-06 16:54:00,Transfer,Partner,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
471,A668653,Chubs,2015-11-05 14:23:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black
472,A705804,Chico,2015-06-23 11:08:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
475,A674264,,2014-03-14 17:56:00,Adoption,,Dog,Spayed Female,10 months,Jack Russell Terrier Mix,Tricolor
477,A510475,Duke,2014-07-04 17:55:00,Return_to_owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Red/White
478,A641103,Apollo,2015-12-26 15:48:00,Return_to_owner,,Dog,Intact Male,3 years,Siberian Husky,Black/White
479,A660275,Lucy,2013-11-04 15:40:00,Return_to_owner,,Dog,Spayed Female,2 years,Scottish Terrier/Cairn Terrier,Black
481,A717706,Hilde,2015-12-13 14:06:00,Return_to_owner,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Red
485,A698495,Nugget,2015-03-27 14:39:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
488,A686675,Brisket,2014-11-14 16:24:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Tan/White
490,A667942,Shadow,2013-12-01 19:00:00,Adoption,,Dog,Spayed Female,8 months,Labrador Retriever Mix,Black
492,A687003,Chico,2015-11-12 18:52:00,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Longhair Mix,Cream
493,A711255,,2015-09-04 17:57:00,Transfer,Partner,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,White
494,A680426,Lyla,2014-06-02 16:54:00,Return_to_owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
495,A697537,Annie,2015-11-05 14:33:00,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
496,A695905,Mew,2015-01-26 17:48:00,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Tricolor
497,A705731,Sven,2015-06-24 15:14:00,Transfer,Partner,Dog,Intact Male,3 months,Pit Bull Mix,White/Brown
498,A700025,Molly,2015-04-09 15:36:00,Return_to_owner,,Dog,Intact Female,10 years,Yorkshire Terrier Mix,Black/Tricolor
499,A624771,Cujo,2016-01-26 17:34:00,Return_to_owner,,Dog,Neutered Male,5 years,American Bulldog Mix,Tan
501,A526641,Kane,2015-03-22 15:23:00,Transfer,Partner,Dog,Neutered Male,7 years,Boxer,Brown/White
502,A695768,Sparkles,2015-01-22 14:27:00,Return_to_owner,,Dog,Spayed Female,1 year,Miniature Poodle,Apricot
505,A682900,Ellie,2015-02-26 15:22:00,Return_to_owner,,Dog,Intact Female,3 years,Jack Russell Terrier Mix,White/Brown
506,A671435,Dusty,2014-03-08 17:42:00,Adoption,Foster,Dog,Neutered Male,1 month,Chihuahua Shorthair Mix,Brown/Black
510,A697766,Riley,2015-03-01 11:04:00,Return_to_owner,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan/Black
514,A720466,Axel,2016-02-16 11:16:00,Return_to_owner,,Dog,Neutered Male,10 years,Doberman Pinsch,Black/Tan
516,A703750,Z,2015-06-02 17:55:00,Return_to_owner,,Dog,Neutered Male,3 years,Treeing Walker Coonhound Mix,Tricolor
517,A696236,Ollie,2015-02-11 17:16:00,Transfer,Partner,Dog,Intact Male,2 years,Australian Cattle Dog/Labrador Retriever,Black
518,A670716,Kitty,2014-01-13 15:52:00,Return_to_owner,,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,Sable
519,A673103,Chloe,2014-03-05 18:40:00,Adoption,,Dog,Spayed Female,3 years,Yorkshire Terrier/Maltese,White/Gray
520,A688281,Jake,2015-04-20 18:48:00,Adoption,,Dog,Neutered Male,9 months,Rhod Ridgeback/Labrador Retriever,Red/Tan
522,A700948,,2015-04-22 16:20:00,Euthanasia,Suffering,Dog,Unknown,9 years,Australian Cattle Dog/Chinese Sharpei,Tan/Brown
523,A689384,Lucas,2014-11-08 16:21:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Plott Hound,Brown Brindle
526,A702935,Layla,2015-05-19 18:06:00,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Tan
527,A680027,,2014-06-07 12:53:00,Transfer,Partner,Dog,Intact Male,2 weeks,Pit Bull Mix,Brown/White
531,A586222,Wesley,2014-07-21 14:57:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,White/Tricolor
533,A675402,Cookie,2014-04-16 12:51:00,Transfer,Partner,Dog,Spayed Female,7 years,German Shepherd/Collie Rough,Brown/Black
536,A715843,Gabe,2015-11-30 13:58:00,Transfer,Partner,Dog,Neutered Male,5 years,Labrador Retriever Mix,Brown
537,A691568,Tex,2014-11-08 17:32:00,Return_to_owner,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Black/White
539,A681155,Jeff,2014-12-11 17:07:00,Euthanasia,Suffering,Dog,Neutered Male,2 years,Labrador Retriever/Black Mouth Cur,Tan/White
541,A702846,,2015-05-25 16:52:00,Adoption,,Dog,Spayed Female,4 months,Chinese Sharpei/Airedale Terrier,Red
543,A718953,,2016-01-13 17:16:00,Adoption,,Dog,Neutered Male,2 months,Dachshund/Chihuahua Shorthair,Black
547,A668697,Pancho Wolf,2015-06-25 18:11:00,Return_to_owner,,Dog,Neutered Male,3 years,Cardigan Welsh Corgi Mix,Tricolor
548,A717656,,2015-12-22 13:04:00,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tan
550,A663020,June,2013-10-19 17:04:00,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black
554,A695093,Windsor,2015-02-19 18:07:00,Adoption,,Dog,Neutered Male,7 years,Harrier,Brown/Tricolor
556,A670540,Snowflake,2014-01-14 17:48:00,Adoption,,Dog,Spayed Female,4 years,Miniature Poodle/Dachshund,White/White
559,A709799,,2015-08-14 13:21:00,Transfer,Partner,Dog,Intact Female,1 month,Australian Kelpie Mix,Black
563,A711832,,2015-09-17 09:28:00,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Red
564,A719849,Eula,2016-02-07 12:42:00,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black/White
567,A716898,Jane,2015-12-12 12:47:00,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,White/Black
568,A666137,Rue,2013-11-15 17:50:00,Adoption,,Dog,Spayed Female,12 years,Harrier Mix,Tricolor
569,A693627,Howler,2014-12-15 09:35:00,Return_to_owner,,Dog,Neutered Male,2 years,Anatol Shepherd,Brown/Black
570,A717028,Luke,2015-12-01 16:19:00,Return_to_owner,,Dog,Intact Male,9 months,American Staffordshire Terrier Mix,Fawn/White
571,A561786,Betsy,2014-06-01 13:22:00,Return_to_owner,,Dog,Spayed Female,9 years,Basset Hound Mix,White/Brown
572,A694394,Annie,2015-01-05 16:38:00,Adoption,,Dog,Spayed Female,2 years,Miniature Schnauzer Mix,Buff
574,A688254,Coco,2014-09-21 12:01:00,Adoption,,Dog,Spayed Female,5 months,Rottweiler Mix,Black/Brown
575,A710692,Lucille,2015-08-31 11:10:00,Adoption,,Dog,Spayed Female,4 months,Mexican Hairless Mix,Tan/Black
577,A718492,Dexter,2016-01-09 19:02:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
579,A689090,Riddle,2014-10-05 17:42:00,Adoption,,Dog,Neutered Male,2 months,Redbone Hound Mix,Brown/Black
583,A693761,Chico,2014-12-18 18:13:00,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown/White
585,A593726,Fiona,2013-12-19 15:01:00,Return_to_owner,,Dog,Spayed Female,2 years,Afghan Hound Mix,Tan/White
586,A670643,Hank,2014-01-26 12:44:00,Return_to_owner,,Dog,Neutered Male,2 years,Pointer Mix,Brown/White
587,A682762,Gabby,2014-07-02 18:54:00,Return_to_owner,,Dog,Intact Female,3 years,Pit Bull Mix,Blue/White
588,A683352,,2014-07-13 17:14:00,Adoption,,Dog,Spayed Female,2 months,Dachshund/Chihuahua Shorthair,Sable/White
589,A673275,Prince,2014-03-19 15:17:00,Euthanasia,Aggressive,Dog,Intact Male,3 years,Pit Bull Mix,Blue Tiger/White
590,A679058,Penelope,2014-05-16 12:50:00,Return_to_owner,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/Brown
591,A693059,Rigby,2015-05-03 13:29:00,Adoption,,Dog,Neutered Male,8 months,Border Collie/Greyhound,Blue/White
593,A682578,,2014-07-23 16:02:00,Transfer,Partner,Dog,Intact Female,1 month,Miniature Poodle Mix,Black/White
594,A695371,Sylvie,2015-01-19 12:36:00,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Yellow Brindle
595,A707260,Bowie,2015-07-17 18:00:00,Adoption,,Dog,Neutered Male,6 years,Swedish Vallhund Mix,Sable
598,A720615,Nikita,2016-02-12 18:51:00,Return_to_owner,,Dog,Spayed Female,6 months,Australian Kelpie Mix,Black/Tan
599,A666565,Ash,2013-11-26 18:19:00,Adoption,,Dog,Intact Female,1 year,Pit Bull Mix,Blue/White
600,A694848,,2015-01-20 14:43:00,Transfer,Partner,Dog,Intact Female,2 weeks,Border Collie Mix,Black/White
601,A673652,Fancy,2014-03-28 14:39:00,Transfer,Partner,Dog,Neutered Male,2 years,Papillon/Border Collie,Black/White
605,A687252,Betty,2014-09-03 13:52:00,Transfer,Partner,Dog,Spayed Female,1 year,Miniature Schnauzer/Miniature Poodle,Gray
607,A717907,,2015-12-21 19:13:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever/German Shepherd,Tan
609,A664945,,2013-10-15 12:17:00,Euthanasia,Suffering,Dog,Intact Male,10 years,Cocker Spaniel,White/Tan
610,A657904,Estrella,2014-07-23 14:30:00,Adoption,,Dog,Spayed Female,2 years,Boxer Mix,White/Brown Brindle
611,A670155,Johnny,2014-01-06 17:19:00,Adoption,,Dog,Neutered Male,3 months,Border Collie Mix,Tan/White
614,A688226,,2014-09-20 18:58:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
615,A535012,Negro,2014-09-08 11:56:00,Return_to_owner,,Dog,Neutered Male,7 years,Chow Chow Mix,Black
617,A683456,Annabella,2014-07-21 18:08:00,Transfer,Partner,Dog,Intact Female,2 years,Labrador Retriever Mix,White
618,A721025,Willie,2016-02-20 12:53:00,Return_to_owner,,Dog,Neutered Male,12 years,Labrador Retriever Mix,Gold
621,A683654,,2014-07-19 10:46:00,Euthanasia,Behavior,Dog,Neutered Male,1 year,Pit Bull Mix,Brown Brindle/White
624,A679384,,2014-05-24 17:17:00,Adoption,,Dog,Spayed Female,2 months,Australian Shepherd Mix,Chocolate/White
625,A705433,,2015-06-22 16:18:00,Euthanasia,Suffering,Dog,Intact Male,1 month,Dachshund Mix,Tricolor
626,A683392,Saxon,2014-07-21 11:50:00,Transfer,Partner,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/White
628,A690588,Yogi,2014-11-01 13:03:00,Return_to_owner,,Dog,Neutered Male,1 year,Blue Lacy Mix,Blue/White
629,A704672,Bentley,2015-08-01 17:27:00,Adoption,Foster,Dog,Neutered Male,1 month,Dachshund Wirehair/Miniature Poodle,Black/Tan
630,A701434,,2015-05-03 12:36:00,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Brown
635,A695687,Frodo,2015-01-20 17:45:00,Return_to_owner,,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,White
636,A697554,Jacob,2015-03-02 18:32:00,Adoption,,Dog,Neutered Male,4 months,English Pointer Mix,Brown/White
637,A694674,Ryder,2015-01-27 19:06:00,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/Australian Cattle Dog,Black/White
638,A664593,Chiquilla,2013-10-09 13:39:00,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/White
640,A705519,Sheos,2015-06-20 14:39:00,Return_to_owner,,Dog,Neutered Male,1 year,German Shepherd/Chow Chow,Brown/Tan
641,A689744,,2014-10-14 17:02:00,Adoption,,Dog,Neutered Male,3 years,Miniature Schnauzer Mix,Black/Gray
642,A676154,Harvey,2014-04-12 11:47:00,Transfer,Partner,Dog,Intact Male,6 months,Pit Bull/Weimaraner,Brown/White
643,A713410,Daisy,2015-10-07 11:54:00,Return_to_owner,,Dog,Intact Female,3 years,Yorkshire Terrier Mix,Black/Tan
644,A700056,Alyssa,2015-05-31 00:00:00,Transfer,Partner,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Brindle
645,A689897,Annabelle,2014-10-18 14:43:00,Adoption,,Dog,Spayed Female,2 years,Australian Kelpie Mix,Black/Tan
646,A687423,Rory,2014-09-14 15:12:00,Transfer,Partner,Dog,Intact Male,10 months,Queensland Heeler Mix,Blue Tick
647,A694865,Cher,2015-01-06 15:06:00,Transfer,Partner,Dog,Intact Female,2 months,Yorkshire Terrier/Chihuahua Shorthair,Black/Brown
648,A718299,Gemma,2016-02-13 18:38:00,Adoption,,Dog,Spayed Female,5 years,Pit Bull Mix,Brown/White
649,A680305,'Stache,2014-08-13 10:42:00,Adoption,Foster,Dog,Neutered Male,2 months,Australian Kelpie Mix,Sable
651,A642711,Third,2013-11-26 12:19:00,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,White/Gray
652,A665445,Max,2013-10-31 13:03:00,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Brown/Black
654,A675416,Chuchu,2014-04-01 13:22:00,Return_to_owner,,Dog,Spayed Female,1 year,West Highland/Chihuahua Shorthair,White
655,A666731,Patience,2013-12-01 16:21:00,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black
657,A688594,,2014-10-04 14:59:00,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black
662,A690256,Mimi,2014-10-30 15:53:00,Euthanasia,Aggressive,Dog,Spayed Female,1 year,Pit Bull Mix,White/Black
663,A711134,Brownie,2015-09-03 18:21:00,Return_to_owner,,Dog,Neutered Male,2 years,Dachshund Mix,Brown
669,A708817,Sugarberry,2015-08-10 18:04:00,Adoption,,Dog,Spayed Female,8 months,Pointer Mix,Black/White
671,A478579,Natasha,2014-03-07 17:35:00,Euthanasia,Medical,Dog,Spayed Female,12 years,Chow Chow Mix,Brown/Tan
673,A705521,Bolo,2015-06-19 14:43:00,Return_to_owner,,Dog,Neutered Male,1 year,Border Collie/German Shepherd,Black
675,A612816,Roxy,2014-11-15 11:56:00,Adoption,Foster,Dog,Spayed Female,5 years,Dogo Argentino Mix,White
676,A683518,,2014-07-22 16:02:00,Transfer,Partner,Dog,Intact Female,8 years,Chihuahua Shorthair Mix,Brown
677,A680524,Sadie,2014-07-10 11:04:00,Transfer,Partner,Dog,Spayed Female,8 years,Pit Bull Mix,Tan
678,A717718,Bonnie,2015-12-20 12:25:00,Adoption,,Dog,Spayed Female,1 year,Great Pyrenees Mix,White/Black
679,A699353,Otis,2015-04-02 13:57:00,Transfer,Partner,Dog,Neutered Male,2 years,Boxer/Australian Cattle Dog,Red/White
680,A654355,Kilo,2013-10-28 17:17:00,Euthanasia,Aggressive,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
688,A709479,Daisy,2015-08-16 12:36:00,Adoption,,Dog,Spayed Female,5 years,Basset Hound Mix,Tricolor
692,A691032,Disa,2014-10-30 11:01:00,Return_to_owner,,Dog,Spayed Female,3 years,Shiba Inu Mix,Tan/White
693,A693693,Lucky,2015-10-31 16:59:00,Return_to_owner,,Dog,Neutered Male,3 years,Pit Bull Mix,Fawn/White
695,A679552,Frank,2014-05-26 14:14:00,Return_to_owner,,Dog,Neutered Male,1 year,Plott Hound Mix,Yellow Brindle
696,A668484,Mickey,2015-11-24 00:00:00,Transfer,Partner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Black/Tan
698,A681407,Champ,2014-06-17 17:27:00,Return_to_owner,,Dog,Neutered Male,2 years,Beauceron Mix,Black/Tan
699,A605352,Odin,2015-06-20 16:18:00,Return_to_owner,,Dog,Neutered Male,6 years,Chinese Sharpei Mix,Tan/Black
700,A690290,Zip,2014-10-18 12:31:00,Transfer,Partner,Dog,Intact Male,5 months,Chihuahua Shorthair Mix,Black/Tan
703,A676191,Elliot,2014-04-06 12:20:00,Return_to_owner,,Dog,Neutered Male,3 months,Pekingese Mix,Brown/Black
704,A697174,Lora,2015-02-28 16:35:00,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,White/Brown
706,A522809,Fred,2014-12-08 12:02:00,Return_to_owner,,Dog,Neutered Male,8 years,Catahoula/Pit Bull,White/Tan
710,A671257,Pepper,2014-02-10 17:16:00,Transfer,Partner,Dog,Neutered Male,2 years,Rat Terrier Mix,Black/Brown
712,A670629,Spartus,2014-01-12 13:59:00,Return_to_owner,,Dog,Intact Male,2 months,Pit Bull Mix,Fawn
715,A686684,Gandolf,2014-08-29 13:08:00,Transfer,Partner,Dog,Neutered Male,9 years,Shih Tzu Mix,White/Gray
716,A449107,Sadie,2014-01-14 18:22:00,Return_to_owner,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Buff/Tan
717,A720432,Tequila,2016-02-09 14:53:00,Return_to_owner,,Dog,Spayed Female,6 years,Schipperke Mix,Black
721,A720442,Roxy,2016-02-12 12:26:00,Return_to_owner,,Dog,Spayed Female,9 months,Pointer/Boxer,White/Brown
723,A672337,Jasper,2014-02-11 14:04:00,Adoption,,Dog,Neutered Male,8 months,Labrador Retriever/Standard Poodle,Black
